timestamp,ekf_x,ekf_y,gt_x,gt_y
0.521,0.0001,-0.0000,-0.0005,-1.9999
1.074,0.0001,-0.0000,-0.0005,-1.9999
1.608,0.0001,-0.0000,-0.0005,-1.9999
2.130,0.0001,-0.0000,-0.0005,-1.9999
2.667,0.0001,-0.0000,-0.0005,-1.9999
3.209,0.0001,-0.0000,-0.0005,-1.9999
3.727,0.0002,-0.0000,-0.0005,-1.9998
4.265,0.0003,-0.0000,-0.0005,-1.9998
4.790,0.0004,-0.0000,-0.0005,-1.9997
5.310,0.0005,-0.0000,-0.0005,-1.9997
5.826,0.0005,-0.0000,-0.0005,-1.9995
6.351,0.0006,-0.0000,-0.0005,-1.9995
6.882,0.0006,-0.0000,-0.0005,-1.9994
7.419,0.0006,-0.0000,-0.0005,-1.9994
7.940,0.0006,-0.0000,-0.0005,-1.9994
8.459,0.0005,-0.0000,-0.0005,-1.9994
9.080,0.0004,-0.0000,-0.0005,-1.9996
9.676,0.0003,-0.0000,-0.0005,-1.9996
10.304,0.0002,-0.0000,-0.0005,-1.9997
10.872,0.0002,-0.0000,-0.0005,-1.9997
11.393,0.0003,-0.0000,-0.0005,-1.9998
11.916,0.0003,-0.0000,-0.0005,-1.9998
12.444,0.0004,-0.0000,-0.0005,-1.9996
13.023,0.0006,-0.0000,-0.0005,-1.9996
13.625,0.0008,-0.0000,-0.0006,-1.9994
14.241,0.0010,-0.0000,-0.0006,-1.9994
14.778,0.0013,-0.0000,-0.0006,-1.9989
15.338,0.0017,-0.0000,-0.0006,-1.9989
15.928,0.0021,-0.0000,-0.0006,-1.9982
16.559,0.0026,-0.0000,-0.0006,-1.9973
17.110,0.0031,-0.0000,-0.0006,-1.9973
17.662,0.0037,-0.0001,-0.0006,-1.9973
18.288,0.0044,-0.0001,-0.0007,-1.9961
18.867,0.0052,-0.0001,-0.0006,-1.9946
19.464,0.0061,-0.0002,-0.0006,-1.9946
20.005,0.0070,-0.0003,-0.0006,-1.9946
20.567,0.0081,-0.0003,-0.0006,-1.9927
21.126,0.0093,-0.0004,-0.0006,-1.9927
21.717,0.0105,-0.0006,-0.0005,-1.9905
22.490,0.0117,-0.0007,-0.0005,-1.9905
23.220,0.0131,-0.0009,-0.0003,-1.9880
24.061,0.0147,-0.0011,-0.0003,-1.9880
24.613,0.0166,-0.0014,0.0002,-1.9849
25.153,0.0186,-0.0018,0.0002,-1.9849
25.683,0.0207,-0.0023,0.0008,-1.9809
26.244,0.0229,-0.0028,0.0008,-1.9809
26.772,0.0252,-0.0034,0.0016,-1.9766
27.469,0.0279,-0.0042,0.0016,-1.9766
28.010,0.0310,-0.0052,0.0031,-1.9714
28.552,0.0342,-0.0063,0.0031,-1.9714
29.148,0.0375,-0.0077,0.0051,-1.9649
29.698,0.0409,-0.0092,0.0051,-1.9649
30.238,0.0446,-0.0111,0.0077,-1.9580
30.767,0.0487,-0.0134,0.0077,-1.9580
31.415,0.0533,-0.0163,0.0120,-1.9501
31.933,0.0579,-0.0197,0.0120,-1.9501
32.454,0.0625,-0.0235,0.0183,-1.9406
32.978,0.0670,-0.0277,0.0183,-1.9406
33.501,0.0714,-0.0326,0.0256,-1.9307
34.055,0.0755,-0.0377,0.0256,-1.9307
34.656,0.0792,-0.0431,0.0347,-1.9212
35.231,0.0824,-0.0487,0.0347,-1.9212
35.752,0.0852,-0.0544,0.0445,-1.9123
36.296,0.0879,-0.0614,0.0445,-1.9123
37.014,0.0892,-0.0657,0.0548,-1.9043
37.537,0.0903,-0.0700,0.0548,-1.9043
38.078,0.0909,-0.0730,0.0634,-1.8992
38.660,0.0911,-0.0742,0.0668,-1.8981
39.180,0.0911,-0.0738,0.0668,-1.8981
39.711,0.0909,-0.0726,0.0668,-1.8981
40.255,0.0907,-0.0712,0.0648,-1.8977
40.778,0.0904,-0.0691,0.0648,-1.8977
41.304,0.0898,-0.0659,0.0610,-1.8981
41.851,0.0889,-0.0612,0.0525,-1.8997
42.374,0.0875,-0.0559,0.0525,-1.8997
42.908,0.0861,-0.0509,0.0525,-1.8997
43.435,0.0846,-0.0465,0.0423,-1.9026
43.962,0.0832,-0.0428,0.0423,-1.9026
44.488,0.0821,-0.0400,0.0347,-1.9056
45.065,0.0814,-0.0383,0.0347,-1.9056
45.789,0.0813,-0.0381,0.0307,-1.9073
46.383,0.0821,-0.0401,0.0333,-1.9063
46.907,0.0831,-0.0432,0.0333,-1.9063
47.428,0.0848,-0.0472,0.0333,-1.9063
