timestamp,min_front_range_m
0.818,2.7092
1.325,2.7088
1.835,2.6971
2.337,2.6918
2.842,2.6859
3.366,2.6865
3.879,2.6987
4.391,2.6794
4.897,2.6821
5.419,2.6935
6.018,2.6959
6.553,2.6868
7.068,2.6804
7.587,2.6965
8.109,2.6991
8.614,2.6803
9.709,2.6835
10.283,2.6872
10.793,2.6928
11.299,2.6836
11.806,2.6958
12.313,2.6972
12.826,2.6600
13.331,2.6900
13.839,2.6808
14.353,2.6999
14.877,2.6944
15.384,2.6836
15.932,2.6831
16.457,2.6947
16.984,2.6794
17.504,2.6848
18.033,2.6964
18.548,2.6834
19.054,2.6623
19.592,2.6923
20.100,2.6635
20.628,2.6824
21.134,2.6746
21.670,2.6628
22.190,2.6611
22.699,2.6787
23.219,2.6589
23.738,2.6696
24.247,2.6706
24.762,2.6544
25.276,2.6497
25.845,2.6609
26.448,2.6693
27.050,2.6619
27.572,2.6677
28.075,2.6463
28.582,2.6451
29.102,2.6613
29.617,2.6388
30.160,2.6314
30.669,2.6570
31.183,2.6443
31.685,2.6301
32.190,2.6285
32.696,2.6217
33.224,2.6220
33.746,2.6120
34.249,2.6455
34.758,2.6421
35.277,2.6352
35.789,2.6244
36.312,2.5995
36.828,2.6125
37.337,2.5989
37.843,2.5990
38.350,2.5109
38.856,2.5091
39.437,2.5124
39.992,2.4751
40.575,2.4844
41.083,2.5023
42.122,2.5032
42.452,2.4968
42.956,2.4891
43.461,2.4788
44.007,2.4911
44.515,4.1164
45.026,4.1005
45.535,4.0755
46.052,4.0867
46.568,4.0990
47.073,4.1008
47.583,4.1105
48.091,4.1169
48.603,4.1252
49.116,4.1332
49.633,4.1286
50.211,4.1272
50.765,4.1498
51.324,4.1991
51.857,4.2960
52.368,4.4054
52.901,4.5580
53.422,4.7808
53.943,5.0714
54.461,5.1430
54.965,5.1433
55.472,5.1478
55.982,5.1576
56.486,5.1735
57.001,5.1709
57.512,5.1802
58.057,5.1822
58.581,5.1942
59.164,5.1866
59.738,5.1994
60.242,5.2556
60.749,5.3367
61.256,5.4837
61.769,4.6895
62.273,4.6649
62.789,4.6811
63.321,4.6642
63.847,3.5588
64.352,2.9051
64.911,2.4539
65.432,2.1738
65.937,2.1867
66.441,2.1975
66.952,2.1674
67.466,2.1673
67.969,2.1614
68.477,2.1642
68.989,2.1625
69.499,2.1500
70.008,2.1354
70.511,2.2342
71.019,2.1499
71.548,2.1625
72.060,2.1460
72.565,2.1443
73.070,2.1448
73.574,2.1261
74.078,2.1325
75.180,2.1068
75.686,2.0999
76.195,2.1020
76.716,2.3599
77.241,2.3653
77.744,2.3675
78.247,2.3488
78.793,2.3598
79.322,2.3636
79.845,2.3664
80.364,2.3507
80.875,2.3491
81.389,2.3544
81.898,4.4348
82.423,4.4423
82.933,4.4512
83.442,4.4573
83.994,4.4300
84.512,4.4623
85.033,4.4638
85.556,4.4783
86.079,4.4841
86.588,4.5007
87.094,4.5984
87.604,4.7015
88.119,4.8825
88.639,5.1176
89.143,5.4394
89.728,5.5129
90.282,5.5209
90.831,5.5335
91.346,5.5402
91.856,5.5348
92.367,5.5359
92.871,5.5539
93.394,5.5535
93.933,5.5598
94.447,5.5702
94.954,5.6073
95.462,5.7126
95.969,4.4922
96.479,4.4779
96.991,4.4631
97.510,4.4744
98.017,3.2346
98.560,2.2009
99.080,1.7913
99.606,1.7846
100.158,1.7935
100.698,1.7942
101.209,1.7830
101.723,1.7739
102.236,1.7722
102.749,1.7690
103.276,1.7535
103.841,1.7673
104.352,1.8763
104.883,2.0272
105.422,1.7567
105.947,1.7486
106.469,1.7534
106.987,1.7460
108.034,1.7373
108.562,1.7280
109.078,1.7312
109.586,1.7142
110.102,1.7091
110.623,1.7010
111.141,1.7227
111.648,2.3085
112.167,2.3372
112.675,2.3359
113.204,2.3252
113.725,2.3347
114.231,2.3383
114.744,2.3324
115.264,2.3213
115.770,2.3265
116.293,4.7439
116.797,4.7523
117.308,4.7458
117.818,4.7524
118.326,4.7619
118.862,4.7695
119.367,4.7715
119.875,4.8400
120.386,4.9540
120.897,5.1369
121.402,5.3963
121.910,5.7399
122.422,5.8477
122.928,5.8452
123.446,5.8575
123.953,5.8642
124.460,5.8637
124.978,5.8583
125.491,5.8808
126.004,5.8791
126.518,5.8860
127.030,5.9138
127.537,4.4320
128.041,4.3284
128.548,4.3221
129.055,4.3458
129.566,2.2765
130.073,1.5058
130.587,1.4951
131.107,1.4893
131.632,1.4975
132.145,1.4758
132.656,1.4726
133.163,1.4583
133.687,1.4503
134.233,1.4751
134.739,1.4957
135.263,1.5873
135.782,1.6853
136.294,1.7967
136.808,1.9971
137.325,1.5845
137.830,1.4172
138.362,1.4281
138.871,1.4168
139.378,1.4109
139.892,1.4032
140.974,1.3989
141.481,1.3914
142.010,1.3652
142.517,1.3903
143.027,1.4285
143.532,2.3624
144.041,2.3711
144.545,2.3633
145.069,2.3587
145.579,2.3807
146.091,2.3694
146.599,2.3687
147.113,2.3718
147.633,4.9944
148.144,5.0072
148.667,5.0050
149.177,5.0125
149.690,5.0320
150.221,5.0594
150.744,5.2011
151.302,5.3988
151.819,5.6678
152.326,6.0756
152.857,6.1230
153.365,6.1541
153.866,6.1470
154.372,6.1681
154.877,6.1624
155.392,6.1661
155.902,6.1663
156.421,6.1879
156.948,6.1891
157.459,4.3051
157.964,4.2613
158.475,4.2579
159.009,1.4873
159.512,1.2855
160.016,1.2684
160.520,1.2792
161.025,1.2767
161.534,1.2792
162.043,1.2798
162.550,1.2583
163.092,1.2586
163.621,1.2895
164.148,1.3118
164.653,1.3778
165.158,1.4479
165.672,1.5522
166.189,1.7140
166.702,3.2358
167.213,1.9304
167.723,1.2663
168.241,1.1466
168.750,1.1412
169.270,1.1289
169.797,1.1290
170.305,1.1269
170.838,1.1136
171.351,1.1166
171.854,1.1048
172.361,1.1233
173.448,1.1784
173.777,2.2775
174.295,2.3337
174.800,2.4361
175.314,2.4373
175.821,2.4399
176.378,2.4308
176.896,2.4493
177.406,5.2217
177.917,5.2264
178.429,5.2364
178.936,5.2594
179.447,5.4042
179.971,5.5785
180.480,5.8620
180.986,6.2846
181.528,6.4187
182.049,6.4267
182.584,6.4259
183.095,6.4428
183.601,6.4395
184.108,6.4395
184.619,6.4593
185.121,6.4479
185.648,4.2604
186.165,4.1940
186.675,1.1568
187.179,1.1509
187.698,1.1465
188.203,1.1520
188.726,1.1503
189.233,1.1417
191.360,1.1428
195.034,1.1304
197.872,1.1329
198.396,1.1535
198.907,1.1646
199.419,1.1925
199.966,1.2664
200.475,1.3554
201.003,1.5019
201.563,2.8922
202.162,3.1201
202.727,1.9736
203.275,1.4009
203.819,1.1180
204.370,0.9511
204.920,0.9332
205.449,0.9387
206.467,0.9366
206.990,0.9242
207.564,0.9297
208.104,0.9354
208.726,0.9333
209.269,0.9132
209.813,1.0117
210.415,2.3522
211.015,2.5111
211.564,2.5043
212.086,2.4994
212.721,2.5405
213.330,5.4232
213.872,5.4289
214.485,5.4516
215.051,5.5512
215.603,5.7652
216.187,6.0558
216.743,6.5145
217.406,6.6621
218.083,6.6818
218.755,6.6894
219.289,6.6994
219.815,6.6997
220.355,6.7061
220.929,6.6999
221.460,1.1371
222.005,1.0811
222.545,1.0673
223.081,1.0542
223.645,1.0493
224.315,1.0435
224.873,1.0447
225.417,1.0505
226.030,1.0456
226.633,1.0411
227.176,1.0401
227.726,1.0514
228.253,1.0678
228.789,1.1104
229.399,1.1593
230.008,2.4292
230.537,2.5433
231.063,2.7321
231.591,2.9915
232.122,2.0644
232.660,1.5248
233.191,1.2324
233.715,1.0738
234.250,0.9387
234.790,0.8476
235.316,0.8449
235.840,0.8468
236.418,0.8453
236.943,0.8419
237.467,0.8454
238.019,0.8586
238.556,0.8547
239.125,0.8582
239.696,2.5878
240.242,2.5828
240.883,2.5855
241.424,2.7096
241.953,5.5870
242.492,5.6528
243.101,5.8031
243.693,6.0596
244.214,6.4826
244.757,6.9166
245.321,6.9177
245.878,6.9180
246.434,6.9334
246.976,6.9308
247.584,1.2302
248.216,1.1251
248.778,1.0400
249.334,1.0184
249.867,0.9769
250.472,0.9574
251.010,0.9564
251.598,0.9518
252.151,0.9622
252.736,0.9593
253.269,0.9569
254.345,0.9538
254.765,0.9401
255.341,0.9584
255.886,0.9643
256.441,0.9935
257.006,2.1800
257.580,2.2671
258.165,2.4002
258.728,2.5774
259.339,2.8526
259.896,2.2388
260.446,1.6663
261.077,1.3911
261.668,1.1845
262.290,1.0750
263.004,0.9821
263.564,0.9071
264.121,0.8829
264.686,0.8575
265.240,0.8708
265.780,0.8556
266.309,0.8614
266.865,0.8692
267.410,0.8700
267.952,0.8721
268.476,0.8882
269.032,2.7145
269.660,2.8442
270.250,5.8035
270.775,5.9342
271.305,6.2024
271.864,6.6045
272.389,7.1554
272.922,7.1314
273.467,7.1454
274.028,7.1422
274.604,1.2389
275.180,1.0871
275.715,0.9966
276.265,0.9575
276.816,0.9121
277.342,0.8830
277.900,0.8731
278.435,0.8627
278.962,0.8702
279.526,0.8698
280.077,0.8681
280.618,0.8654
281.204,0.8564
281.753,0.8722
282.354,1.9903
282.972,1.9916
283.517,2.0363
284.058,2.1190
284.598,2.2166
285.156,2.4124
285.703,2.6901
286.272,2.3853
286.807,1.7821
287.356,1.4715
287.938,1.2786
288.475,1.1516
289.072,1.0691
289.718,1.0077
290.310,0.9582
290.889,0.9352
291.450,0.9515
292.014,0.9503
292.671,0.9629
293.304,0.9490
293.900,0.9647
294.511,0.9615
295.064,0.9573
295.693,0.9948
296.237,5.9458
296.763,6.0872
297.308,6.3998
297.931,6.8651
298.483,7.3341
299.078,7.3427
299.613,1.5046
300.210,1.2447
300.744,1.0661
301.346,0.9640
301.872,0.8926
302.463,0.8453
303.034,0.8093
303.687,0.8046
304.239,0.8018
304.792,0.8091
305.338,0.8106
305.869,0.8044
306.403,0.8047
306.951,1.2057
307.512,1.8671
308.131,1.8580
308.697,1.8557
309.245,1.8889
309.806,1.9783
