timestamp,ekf_x,ekf_y,gt_x,gt_y
1.615,0.0001,-0.0000,-0.0005,-1.9999
1.968,0.0001,-0.0000,-0.0005,-1.9999
2.534,0.0001,-0.0000,-0.0005,-1.9999
3.064,0.0001,-0.0000,-0.0005,-1.9999
3.604,0.0001,-0.0000,-0.0005,-1.9999
4.150,0.0002,-0.0000,-0.0005,-1.9999
4.707,0.0003,-0.0000,-0.0005,-1.9998
5.238,0.0003,-0.0000,-0.0005,-1.9996
5.812,0.0005,-0.0000,-0.0005,-1.9996
6.384,0.0006,-0.0000,-0.0005,-1.9996
7.017,0.0007,-0.0000,-0.0005,-1.9994
7.572,0.0009,-0.0000,-0.0005,-1.9991
8.262,0.0011,-0.0000,-0.0005,-1.9991
8.897,0.0013,-0.0000,-0.0005,-1.9991
9.672,0.0016,-0.0000,-0.0005,-1.9986
10.249,0.0018,-0.0000,-0.0005,-1.9986
10.862,0.0021,-0.0000,-0.0006,-1.9981
11.413,0.0025,-0.0000,-0.0006,-1.9981
11.950,0.0029,-0.0000,-0.0006,-1.9974
12.521,0.0033,-0.0001,-0.0006,-1.9974
13.088,0.0037,-0.0001,-0.0006,-1.9966
13.630,0.0041,-0.0001,-0.0006,-1.9966
14.170,0.0046,-0.0001,-0.0005,-1.9958
14.717,0.0051,-0.0001,-0.0005,-1.9958
15.242,0.0056,-0.0002,-0.0005,-1.9948
15.809,0.0063,-0.0002,-0.0005,-1.9948
16.380,0.0069,-0.0003,-0.0005,-1.9936
16.957,0.0077,-0.0003,-0.0005,-1.9936
17.490,0.0085,-0.0004,-0.0004,-1.9921
18.071,0.0094,-0.0005,-0.0004,-1.9921
18.603,0.0104,-0.0006,-0.0003,-1.9903
19.192,0.0115,-0.0007,-0.0003,-1.9903
19.729,0.0127,-0.0008,-0.0002,-1.9882
20.496,0.0140,-0.0010,0.0001,-1.9857
21.280,0.0153,-0.0012,0.0001,-1.9857
21.865,0.0168,-0.0015,0.0001,-1.9857
22.399,0.0185,-0.0018,0.0005,-1.9828
22.950,0.0202,-0.0022,0.0005,-1.9828
23.479,0.0221,-0.0026,0.0011,-1.9793
24.044,0.0241,-0.0031,0.0011,-1.9793
24.775,0.0263,-0.0037,0.0019,-1.9753
25.463,0.0287,-0.0044,0.0019,-1.9753
26.032,0.0312,-0.0052,0.0031,-1.9707
26.625,0.0339,-0.0062,0.0031,-1.9707
27.160,0.0368,-0.0074,0.0047,-1.9653
27.735,0.0398,-0.0087,0.0047,-1.9653
28.362,0.0431,-0.0103,0.0070,-1.9592
29.107,0.0472,-0.0125,0.0070,-1.9592
29.777,0.0502,-0.0143,0.0102,-1.9522
30.318,0.0540,-0.0168,0.0146,-1.9444
30.873,0.0580,-0.0197,0.0146,-1.9444
31.460,0.0621,-0.0231,0.0206,-1.9358
32.000,0.0663,-0.0271,0.0206,-1.9358
32.531,0.0706,-0.0316,0.0206,-1.9358
33.069,0.0749,-0.0368,0.0285,-1.9265
33.653,0.0790,-0.0427,0.0390,-1.9168
34.212,0.0829,-0.0495,0.0390,-1.9168
34.959,0.0864,-0.0571,0.0390,-1.9168
35.751,0.0894,-0.0657,0.0525,-1.9072
36.373,0.0938,-0.0889,0.0919,-1.8982
36.966,0.0902,-0.1373,0.0919,-1.8982
37.576,0.0608,-0.2011,0.0919,-1.8982
38.230,0.0067,-0.2663,0.2108,-1.9407
38.795,-0.0612,-0.3371,0.2108,-1.9407
39.353,-0.1344,-0.4211,0.3323,-2.0518
39.980,-0.0886,-0.3633,0.3323,-2.0518
40.557,-0.1166,-0.3795,0.4127,-2.1296
41.120,-0.1412,-0.3873,0.4342,-2.1836
41.728,-0.1612,-0.3898,0.4342,-2.1836
42.294,-0.1928,-0.3892,0.4377,-2.2473
42.827,-0.2484,-0.3871,0.4377,-2.2473
43.478,-0.3120,-0.3718,0.4377,-2.2473
44.072,-0.3739,-0.3342,0.4111,-2.3964
44.604,-0.4227,-0.2717,0.3399,-2.5857
45.325,-0.4483,-0.1891,0.3399,-2.5857
45.905,-0.4427,-0.0959,0.3399,-2.5857
46.462,-0.3792,-0.2923,0.2702,-2.7740
47.000,-0.4141,-0.3149,0.2702,-2.7740
47.556,-0.4802,-0.3419,0.2020,-2.9626
