timestamp,ekf_x,ekf_y,gt_x,gt_y
0.526,0.0000,-0.0000,-0.0004,-1.9999
1.073,0.0001,-0.0000,-0.0004,-1.9999
1.631,0.0001,-0.0000,-0.0004,-1.9999
2.199,0.0001,-0.0000,-0.0004,-1.9999
2.746,0.0001,-0.0000,-0.0004,-1.9999
3.341,0.0002,-0.0000,-0.0004,-1.9999
3.911,0.0002,-0.0000,-0.0004,-1.9999
4.442,0.0003,-0.0000,-0.0004,-1.9998
4.982,0.0004,-0.0000,-0.0004,-1.9996
5.550,0.0004,-0.0000,-0.0004,-1.9996
6.109,0.0006,-0.0000,-0.0004,-1.9996
6.802,0.0007,-0.0000,-0.0004,-1.9994
7.605,0.0008,-0.0000,-0.0004,-1.9994
8.426,0.0010,-0.0000,-0.0004,-1.9991
9.174,0.0012,-0.0000,-0.0004,-1.9991
9.916,0.0014,-0.0000,-0.0004,-1.9988
10.469,0.0016,-0.0000,-0.0004,-1.9988
11.265,0.0019,-0.0000,-0.0005,-1.9984
11.904,0.0021,-0.0000,-0.0005,-1.9984
12.442,0.0024,-0.0000,-0.0005,-1.9978
13.011,0.0026,-0.0000,-0.0005,-1.9978
13.570,0.0027,-0.0000,-0.0005,-1.9974
14.203,0.0029,-0.0000,-0.0005,-1.9974
14.828,0.0030,-0.0000,-0.0005,-1.9971
15.499,0.0031,-0.0000,-0.0005,-1.9971
16.243,0.0032,-0.0001,-0.0005,-1.9969
16.935,0.0033,-0.0001,-0.0005,-1.9969
17.461,0.0034,-0.0001,-0.0005,-1.9967
18.018,0.0037,-0.0001,-0.0005,-1.9967
18.554,0.0039,-0.0001,-0.0005,-1.9963
19.143,0.0042,-0.0001,-0.0005,-1.9963
19.661,0.0046,-0.0001,-0.0005,-1.9957
20.309,0.0051,-0.0001,-0.0005,-1.9957
20.862,0.0056,-0.0002,-0.0005,-1.9948
21.432,0.0062,-0.0002,-0.0005,-1.9948
22.011,0.0070,-0.0003,-0.0005,-1.9936
22.584,0.0078,-0.0003,-0.0005,-1.9936
23.247,0.0088,-0.0004,-0.0003,-1.9920
23.829,0.0099,-0.0005,-0.0003,-1.9920
24.414,0.0110,-0.0006,-0.0002,-1.9899
24.981,0.0122,-0.0008,-0.0002,-1.9899
25.528,0.0136,-0.0010,0.0000,-1.9875
26.057,0.0152,-0.0012,0.0000,-1.9875
26.734,0.0171,-0.0015,0.0005,-1.9844
27.428,0.0190,-0.0019,0.0005,-1.9844
28.015,0.0209,-0.0023,0.0010,-1.9806
28.599,0.0231,-0.0028,0.0010,-1.9806
29.174,0.0255,-0.0035,0.0019,-1.9764
29.714,0.0289,-0.0045,0.0019,-1.9764
30.426,0.0313,-0.0053,0.0035,-1.9710
31.036,0.0344,-0.0064,0.0053,-1.9648
31.619,0.0376,-0.0077,0.0053,-1.9648
