timestamp,ekf_x,ekf_y,gt_x,gt_y
0.405,0.0000,-0.0000,-0.0003,-2.0000
0.925,0.0000,-0.0000,-0.0003,-2.0000
1.439,0.0000,-0.0000,-0.0003,-2.0000
1.942,0.0000,-0.0000,-0.0003,-2.0000
3.205,0.0000,-0.0000,-0.0003,-2.0000
3.708,0.0000,-0.0000,-0.0003,-2.0000
4.221,0.0001,-0.0000,-0.0003,-2.0000
4.752,0.0001,-0.0000,-0.0004,-1.9999
5.270,0.0001,-0.0000,-0.0004,-1.9999
5.776,0.0001,-0.0000,-0.0004,-1.9999
6.282,0.0002,-0.0000,-0.0004,-1.9998
6.788,0.0002,-0.0000,-0.0004,-1.9998
7.293,0.0003,-0.0000,-0.0004,-1.9998
7.840,0.0003,-0.0000,-0.0004,-1.9997
8.399,0.0004,-0.0000,-0.0004,-1.9997
8.918,0.0005,-0.0000,-0.0004,-1.9996
9.428,0.0006,-0.0000,-0.0004,-1.9996
9.967,0.0007,-0.0000,-0.0004,-1.9994
10.559,0.0009,-0.0000,-0.0004,-1.9994
11.080,0.0010,-0.0000,-0.0004,-1.9991
12.557,0.0012,-0.0000,-0.0004,-1.9991
14.272,0.0014,-0.0000,-0.0004,-1.9988
15.933,0.0016,-0.0000,-0.0004,-1.9984
17.334,0.0018,-0.0000,-0.0004,-1.9984
18.749,0.0021,-0.0000,-0.0004,-1.9979
19.414,0.0024,-0.0000,-0.0004,-1.9979
19.917,0.0027,-0.0000,-0.0004,-1.9979
20.422,0.0030,-0.0000,-0.0004,-1.9973
20.928,0.0033,-0.0001,-0.0004,-1.9966
21.428,0.0037,-0.0001,-0.0004,-1.9966
21.946,0.0041,-0.0001,-0.0004,-1.9966
22.541,0.0046,-0.0001,-0.0004,-1.9958
23.128,0.0051,-0.0001,-0.0004,-1.9958
23.637,0.0056,-0.0002,-0.0004,-1.9948
24.139,0.0062,-0.0002,-0.0004,-1.9948
24.645,0.0068,-0.0002,-0.0003,-1.9937
25.150,0.0075,-0.0003,-0.0003,-1.9924
25.658,0.0082,-0.0004,-0.0003,-1.9924
26.201,0.0090,-0.0004,-0.0003,-1.9924
26.723,0.0098,-0.0005,-0.0002,-1.9908
27.259,0.0107,-0.0006,-0.0000,-1.9891
27.761,0.0117,-0.0007,-0.0000,-1.9891
28.266,0.0127,-0.0008,-0.0000,-1.9891
28.771,0.0138,-0.0010,0.0002,-1.9870
29.280,0.0150,-0.0012,0.0002,-1.9870
29.852,0.0163,-0.0014,0.0005,-1.9847
30.441,0.0177,-0.0016,0.0005,-1.9847
31.787,0.0192,-0.0019,0.0009,-1.9820
33.540,0.0207,-0.0023,0.0014,-1.9789
35.134,0.0224,-0.0027,0.0014,-1.9789
37.585,0.0242,-0.0031,0.0014,-1.9789
39.152,0.0262,-0.0036,0.0022,-1.9753
39.807,0.0282,-0.0042,0.0022,-1.9753
40.313,0.0304,-0.0050,0.0032,-1.9712
40.845,0.0328,-0.0058,0.0032,-1.9712
41.414,0.0352,-0.0067,0.0046,-1.9666
41.924,0.0379,-0.0078,0.0046,-1.9666
42.432,0.0407,-0.0091,0.0065,-1.9613
43.028,0.0437,-0.0106,0.0065,-1.9613
44.614,0.0468,-0.0123,0.0091,-1.9553
46.295,0.0502,-0.0143,0.0091,-1.9553
47.757,0.0537,-0.0165,0.0126,-1.9485
49.164,0.0573,-0.0192,0.0126,-1.9485
50.511,0.0611,-0.0222,0.0172,-1.9411
