timestamp,min_front_range_m
0.411,2.7033
0.977,2.6609
1.490,2.6815
2.010,2.7086
2.513,2.6925
3.055,2.7017
3.561,2.7075
4.142,2.6976
4.682,2.6897
5.195,2.6742
5.714,2.6895
6.221,2.6899
6.729,2.7094
7.234,2.6761
7.740,2.6828
8.251,2.6882
8.763,2.6902
9.271,2.6838
9.775,2.6981
10.287,2.6875
10.798,2.6914
11.313,2.6592
11.825,2.6740
12.339,2.6790
13.444,2.6842
13.951,2.6897
14.459,2.6707
14.966,2.6908
15.473,2.6834
16.007,2.6882
16.527,2.6939
17.040,2.6654
17.552,2.6758
18.055,2.6556
18.562,2.6811
19.071,2.6711
19.611,2.6779
20.151,2.7023
20.655,2.6782
21.177,2.6893
21.681,2.6469
22.189,2.6713
22.694,2.6780
23.199,2.6861
23.704,2.6770
24.220,2.6584
24.724,2.6765
25.228,2.6709
25.742,2.6727
26.244,2.6665
26.760,2.6566
27.275,2.6736
27.782,2.6595
28.285,2.6667
28.790,2.6565
29.307,2.6588
29.824,2.6460
30.332,2.6544
30.887,2.6496
31.398,2.6532
31.900,2.6318
32.409,2.6149
32.913,2.6276
33.421,2.6456
33.929,2.6397
34.433,2.6261
34.938,2.6224
35.461,2.6147
35.964,2.6131
36.468,2.6039
36.996,2.5205
37.503,2.5228
38.020,2.5050
38.634,2.4662
39.172,2.4966
39.710,2.4955
40.227,2.5002
40.760,2.4887
41.263,2.4789
41.765,2.4932
42.304,2.4730
42.825,4.1317
43.337,4.1042
43.844,4.0956
44.347,4.1006
44.850,4.1097
45.904,4.1094
46.408,4.1211
46.930,4.1171
47.435,4.1320
47.941,4.1321
48.446,4.1496
48.972,4.1472
49.474,4.1712
49.984,4.2323
50.494,4.3498
50.996,4.4814
51.499,4.6534
52.004,4.9205
52.506,5.1481
53.008,5.1266
53.512,5.1489
54.024,5.1556
54.527,5.1514
55.032,5.1703
55.563,5.1730
56.087,5.1667
56.601,5.1737
57.103,5.1828
57.607,5.2007
58.125,5.2402
58.635,5.2996
59.144,5.4506
59.649,4.6544
60.170,4.6449
60.672,4.6509
61.177,4.6490
61.687,3.5433
62.203,2.8590
62.723,2.4131
63.249,2.1923
63.760,2.1602
64.261,2.1859
64.774,2.1509
65.280,2.1639
65.796,2.1528
66.302,2.1286
66.808,2.1412
67.312,2.1348
67.844,2.1057
68.355,2.2018
68.876,2.1811
69.393,2.1726
69.910,2.1666
70.426,2.1559
70.937,2.1465
71.453,2.1472
71.961,2.1440
72.467,2.1166
72.975,2.1074
73.489,2.1289
74.019,2.3844
74.542,2.3918
75.069,2.3928
75.581,2.4100
76.093,2.3900
76.606,2.4059
77.119,2.3873
77.622,2.3815
78.127,2.3851
78.996,4.4506
79.459,4.4576
79.963,4.4629
80.467,4.4782
80.970,4.4748
81.494,4.4869
82.008,4.4890
82.579,4.4967
83.126,4.5046
83.628,4.5354
84.187,4.6035
84.697,4.7309
85.210,4.9187
85.733,5.1565
86.257,5.4856
86.787,5.4856
87.293,5.4940
87.799,5.5083
88.303,5.5063
88.805,5.5149
89.308,5.5112
89.811,5.5198
90.326,5.5266
90.831,5.5240
91.333,5.5524
91.835,5.5987
92.347,5.7039
92.856,4.4610
93.372,4.4340
93.877,4.4306
94.380,4.4386
94.891,2.6089
95.396,2.0095
95.909,1.7616
96.411,1.7608
96.915,1.7553
97.426,1.7477
97.936,1.7435
98.440,1.7536
98.942,1.7350
99.453,1.7189
99.956,1.7096
100.460,1.8054
100.972,1.9316
101.476,2.1208
102.026,1.7784
102.565,1.7646
103.083,1.7766
103.588,1.7661
104.100,1.7644
104.607,1.7537
105.115,1.7531
105.684,1.7292
106.212,1.7321
106.737,1.7481
107.281,2.3788
107.789,2.3607
108.295,2.3886
108.809,2.3802
109.326,2.3787
109.858,2.3738
110.367,2.3780
110.873,2.3913
111.937,2.3647
112.442,4.7913
112.955,4.7637
113.492,4.7845
114.003,4.7912
114.508,4.7930
115.012,4.8007
115.515,4.8247
116.023,4.9219
116.531,5.0724
117.066,5.2869
117.594,5.5991
118.098,5.8236
118.604,5.8010
119.114,5.8080
119.635,5.8234
120.139,5.8310
120.685,5.8441
121.187,5.8282
121.700,5.8375
122.211,5.8376
122.721,5.8779
123.226,5.9360
123.729,4.3096
124.268,4.2901
124.776,4.2789
125.276,2.9579
125.780,1.6727
126.286,1.4655
126.809,1.4518
127.319,1.4515
127.833,1.4317
128.337,1.4509
128.846,1.4195
129.353,1.4172
129.857,1.4077
130.392,1.4682
130.907,1.5179
131.419,1.6426
131.929,1.7759
132.438,1.9984
132.949,1.6366
133.456,1.4588
133.981,1.4338
134.499,1.4534
135.013,1.4340
135.518,1.4591
136.050,1.4337
136.555,1.4259
137.071,1.4108
137.587,1.4430
138.093,2.4169
138.603,2.4214
139.111,2.4372
139.616,2.4288
140.133,2.4258
140.736,2.4287
141.281,2.4282
141.797,2.4311
142.308,5.0466
142.819,5.0419
143.334,5.0573
143.849,5.0522
144.849,5.0608
145.322,5.1242
145.827,5.2160
146.331,5.4417
146.833,5.7517
147.357,6.1321
147.902,6.0807
148.412,6.0985
148.916,6.1040
149.423,6.1045
149.940,6.1063
150.447,6.1297
150.953,6.1248
151.457,6.1193
151.974,6.1405
152.538,4.1914
153.044,4.1762
153.551,2.7992
154.068,1.2289
154.623,1.2338
155.144,1.1965
155.649,1.2020
156.162,1.2231
156.712,1.2150
157.280,1.2030
157.835,1.2076
158.426,1.2188
158.985,1.2512
159.492,1.2967
160.016,1.3713
160.522,1.4982
161.038,1.6489
161.545,3.2094
162.056,1.9655
162.562,1.3449
163.077,1.2054
163.587,1.2023
164.094,1.2138
164.601,1.1864
165.117,1.1783
165.618,1.1965
166.123,1.1861
166.625,1.1683
167.132,1.2271
167.635,2.3472
168.140,2.3817
168.711,2.5144
169.257,2.5152
169.768,2.5043
170.277,2.5125
170.781,2.5450
171.295,5.2782
171.838,5.2874
172.347,5.2907
172.856,5.3553
173.360,5.4784
173.866,5.7198
174.379,6.0573
174.887,6.3532
175.391,6.3446
175.896,6.3570
176.460,6.3691
177.017,6.3674
177.866,6.3697
178.367,6.3787
178.871,6.3658
179.385,4.2388
179.888,4.1227
180.393,1.0770
180.901,1.0818
181.432,1.0749
181.943,1.0754
182.437,1.0641
182.947,1.0731
183.449,1.0665
183.960,1.0586
184.470,1.0650
184.978,1.0601
185.481,1.0979
185.990,1.1421
186.517,1.1999
187.028,1.2887
187.531,1.4231
188.037,2.9219
188.544,2.8237
189.058,1.8606
189.563,1.3998
190.066,1.1464
190.568,1.0379
191.076,1.0349
191.604,1.0234
192.123,1.0198
192.625,1.0197
193.132,1.0229
193.637,1.0281
194.148,1.0192
194.657,1.1255
195.175,2.5936
195.684,2.5977
196.199,2.5857
196.707,2.5892
197.219,2.6349
197.728,5.4827
198.233,5.4783
198.742,5.5145
199.247,5.6777
199.750,5.9305
200.255,6.3266
200.769,6.5980
201.292,6.5986
201.801,6.5965
202.302,6.6147
202.806,6.6114
203.359,6.6229
203.893,6.6166
204.397,1.0504
204.912,1.0169
205.423,0.9918
205.928,0.9689
206.496,0.9666
206.997,0.9637
207.513,0.9652
208.024,0.9548
208.536,0.9586
209.040,0.9558
209.543,0.9553
210.620,0.9565
211.134,0.9685
211.639,1.0191
212.140,1.1042
212.644,2.3928
213.155,2.5621
213.660,2.7926
214.167,2.7098
214.674,1.8937
215.179,1.4653
215.687,1.2362
216.207,1.0918
216.712,0.9609
217.239,0.9622
217.749,0.9586
218.260,0.9454
218.768,0.9527
219.274,0.9290
219.776,0.9548
220.281,0.9525
220.792,1.0422
221.303,2.6803
221.807,2.6648
222.325,2.7151
222.831,5.6508
223.338,5.6615
223.846,5.7550
224.422,5.9548
224.976,6.2748
225.534,6.7741
226.038,6.8162
226.544,6.8230
227.055,6.8249
227.563,6.8342
228.080,6.8387
228.583,1.0592
229.088,0.9661
229.598,0.9225
230.108,0.9002
230.625,0.8772
231.132,0.8808
231.657,0.8818
232.168,0.8694
232.672,0.8733
233.175,0.8694
233.687,0.8573
234.190,0.8633
234.709,0.8748
235.221,0.9065
235.726,0.9690
236.229,2.1976
236.779,2.3070
237.285,2.4869
237.789,2.7703
238.304,2.4116
238.809,1.8029
239.331,1.4398
239.861,1.2522
240.368,1.1138
240.873,1.0292
241.383,0.9805
241.888,0.9537
242.397,0.9408
243.298,0.9519
