timestamp,min_front_range_m
0.002,2.6918
0.074,2.7021
0.698,2.6979
1.254,2.6907
1.774,2.6931
2.296,2.6863
2.824,2.6699
3.354,2.6574
3.960,2.6992
4.565,2.6879
5.115,2.6924
5.679,2.6832
6.245,2.6703
6.845,2.6819
7.414,2.7079
7.938,2.6913
8.461,2.6848
8.982,2.6876
9.501,2.6763
10.032,2.7043
10.599,2.7261
11.125,2.7319
11.642,2.7639
12.259,2.7762
12.775,2.8077
13.342,2.8425
13.874,2.8577
14.425,2.9102
14.969,2.9561
15.503,2.9708
16.128,3.0372
16.644,3.0851
17.178,3.1675
17.710,3.2491
18.229,3.3368
18.746,3.4276
19.360,3.9919
19.914,4.0008
20.430,4.0103
20.966,3.9697
21.511,4.9593
22.102,4.9560
22.624,4.9714
23.145,4.9788
23.679,4.9879
24.306,4.9706
24.865,4.9886
25.404,4.9847
25.927,4.9850
26.477,5.4244
27.076,5.3372
27.640,5.2838
28.279,5.2237
28.929,5.1740
29.460,4.9894
30.012,3.3907
30.542,2.6955
31.065,2.6962
31.609,2.7109
32.151,2.5602
32.723,2.5873
33.305,2.6030
33.852,4.0020
34.413,4.0489
34.940,4.1265
35.469,4.8322
36.006,4.7908
36.644,4.7786
37.264,5.0054
37.789,4.6066
38.410,2.5549
38.963,2.4696
39.501,2.4182
40.020,2.7680
40.601,2.7690
41.122,2.9012
41.656,4.3690
42.215,4.3994
42.792,4.4136
43.511,4.7388
44.040,4.6414
44.576,4.6339
45.133,4.6493
45.670,4.2280
46.205,3.4757
46.724,2.2555
47.268,2.2353
47.788,2.2277
48.313,2.8951
48.838,2.8959
49.533,3.2333
50.061,4.7369
50.668,4.7510
51.179,4.8105
51.713,4.5553
52.241,4.4872
52.827,4.4643
53.408,4.6103
53.947,3.8515
54.479,3.0891
55.020,2.0995
55.654,2.0926
56.204,2.0956
56.757,3.0432
57.277,3.5483
57.830,3.5750
58.351,5.0962
58.882,5.1231
59.403,4.6920
59.939,4.3189
60.460,4.3145
61.050,4.3016
61.698,4.8037
62.226,3.4732
62.749,2.8182
63.266,2.0162
63.858,2.0184
64.394,2.0259
64.967,3.2159
65.521,3.9091
66.194,5.4263
66.803,5.4322
67.329,5.1782
67.872,4.2449
68.458,4.1666
69.019,4.1482
69.661,4.2501
70.214,3.1200
70.766,3.1015
71.299,2.2168
71.816,2.0157
72.343,2.0290
72.887,2.0298
73.403,3.4284
73.922,4.2540
74.477,5.7628
75.002,5.7890
75.522,4.4110
76.042,4.0082
76.559,4.0057
77.084,3.9779
77.648,4.4002
78.165,2.7734
78.683,2.5805
79.204,2.1173
79.724,2.0585
80.249,2.0741
80.775,3.6615
81.303,3.6982
81.827,4.5997
82.356,6.1071
82.904,4.8407
83.430,3.9693
83.957,3.8434
84.502,3.8330
85.019,3.9037
85.567,2.4637
86.204,2.4289
86.748,2.2593
87.273,2.1142
87.838,2.1268
88.378,2.1252
88.942,3.9323
89.460,4.9212
90.002,6.3873
90.523,5.7576
91.042,4.0920
91.557,3.6908
92.139,3.6908
92.659,3.6752
93.202,4.0544
93.857,2.1164
94.401,2.1132
94.921,2.1994
95.442,2.1796
95.998,2.1907
96.555,2.2285
97.090,4.2133
97.652,5.2309
98.190,6.7077
98.737,4.4725
99.337,3.6436
99.872,3.5403
100.420,3.5347
100.966,3.6165
101.553,4.0218
102.090,1.8186
102.625,1.8088
