timestamp,ekf_x,ekf_y,gt_x,gt_y
0.396,0.0001,-0.0000,0.0000,0.0000
0.636,0.0001,-0.0000,-0.0005,-1.9999
1.189,0.0001,-0.0000,-0.0005,-1.9999
1.755,0.0001,-0.0000,-0.0005,-1.9999
2.346,0.0001,-0.0000,-0.0005,-1.9999
3.045,0.0001,-0.0000,-0.0005,-1.9999
3.598,0.0001,-0.0000,-0.0005,-1.9999
4.149,0.0002,-0.0000,-0.0005,-1.9999
4.748,0.0002,-0.0000,-0.0005,-1.9999
5.320,0.0003,-0.0000,-0.0005,-1.9998
5.876,0.0004,-0.0000,-0.0005,-1.9998
6.433,0.0005,-0.0000,-0.0005,-1.9996
7.004,0.0007,-0.0000,-0.0005,-1.9996
7.568,0.0008,-0.0000,-0.0005,-1.9993
8.112,0.0010,-0.0000,-0.0005,-1.9993
8.718,0.0012,-0.0000,-0.0005,-1.9989
9.294,0.0015,-0.0000,-0.0005,-1.9985
9.882,0.0017,-0.0000,-0.0005,-1.9985
10.428,0.0020,-0.0000,-0.0005,-1.9985
11.006,0.0023,-0.0000,-0.0005,-1.9979
11.597,0.0027,-0.0000,-0.0005,-1.9979
12.136,0.0031,-0.0000,-0.0005,-1.9972
12.712,0.0035,-0.0001,-0.0005,-1.9972
13.389,0.0040,-0.0001,-0.0005,-1.9964
14.061,0.0045,-0.0001,-0.0005,-1.9964
14.610,0.0050,-0.0001,-0.0005,-1.9954
15.143,0.0055,-0.0002,-0.0005,-1.9954
15.712,0.0061,-0.0002,-0.0005,-1.9944
16.311,0.0068,-0.0002,-0.0005,-1.9944
16.858,0.0075,-0.0003,-0.0004,-1.9931
17.418,0.0083,-0.0004,-0.0004,-1.9931
17.976,0.0091,-0.0004,-0.0004,-1.9915
18.803,0.0101,-0.0005,-0.0004,-1.9915
19.526,0.0111,-0.0006,-0.0002,-1.9897
20.086,0.0122,-0.0008,-0.0002,-1.9897
20.612,0.0133,-0.0009,-0.0001,-1.9876
21.226,0.0146,-0.0011,-0.0001,-1.9876
21.815,0.0160,-0.0013,0.0002,-1.9851
22.357,0.0175,-0.0016,0.0006,-1.9821
22.917,0.0191,-0.0019,0.0006,-1.9821
23.521,0.0208,-0.0023,0.0006,-1.9821
24.135,0.0227,-0.0027,0.0012,-1.9787
24.735,0.0247,-0.0032,0.0012,-1.9787
25.299,0.0269,-0.0038,0.0021,-1.9748
25.859,0.0292,-0.0046,0.0021,-1.9748
26.477,0.0321,-0.0056,0.0033,-1.9702
27.204,0.0343,-0.0064,0.0033,-1.9702
27.806,0.0371,-0.0075,0.0049,-1.9649
28.469,0.0401,-0.0088,0.0049,-1.9649
29.180,0.0432,-0.0104,0.0072,-1.9589
29.849,0.0467,-0.0122,0.0072,-1.9589
30.491,0.0502,-0.0143,0.0105,-1.9521
31.035,0.0540,-0.0168,0.0105,-1.9521
31.582,0.0580,-0.0198,0.0150,-1.9445
32.186,0.0620,-0.0230,0.0150,-1.9445
32.903,0.0657,-0.0264,0.0208,-1.9361
33.465,0.0685,-0.0293,0.0266,-1.9296
34.010,0.0708,-0.0318,0.0266,-1.9296
34.542,0.0725,-0.0338,0.0266,-1.9296
35.079,0.0738,-0.0354,0.0309,-1.9259
35.610,0.0747,-0.0366,0.0309,-1.9259
36.275,0.0753,-0.0374,0.0336,-1.9238
36.835,0.0756,-0.0378,0.0336,-1.9238
37.376,0.0758,-0.0381,0.0346,-1.9230
37.989,0.0760,-0.0384,0.0346,-1.9230
38.554,0.0761,-0.0386,0.0352,-1.9226
39.129,0.0763,-0.0388,0.0352,-1.9226
39.666,0.0764,-0.0390,0.0356,-1.9223
40.223,0.0765,-0.0392,0.0356,-1.9223
40.781,0.0767,-0.0394,0.0360,-1.9221
41.368,0.0768,-0.0396,0.0360,-1.9221
41.930,0.0769,-0.0397,0.0363,-1.9218
42.494,0.0770,-0.0399,0.0363,-1.9218
43.045,0.0772,-0.0401,0.0367,-1.9216
43.753,0.0773,-0.0404,0.0367,-1.9216
44.491,0.0775,-0.0406,0.0372,-1.9213
45.136,0.0777,-0.0408,0.0372,-1.9213
45.998,0.0778,-0.0411,0.0376,-1.9210
46.615,0.0780,-0.0413,0.0376,-1.9210
47.166,0.0781,-0.0416,0.0381,-1.9206
47.788,0.0783,-0.0418,0.0381,-1.9206
48.358,0.0784,-0.0420,0.0386,-1.9203
48.912,0.0786,-0.0422,0.0386,-1.9203
49.485,0.0787,-0.0425,0.0390,-1.9200
50.084,0.0789,-0.0427,0.0390,-1.9200
50.633,0.0790,-0.0429,0.0395,-1.9197
51.181,0.0792,-0.0431,0.0395,-1.9197
51.711,0.0793,-0.0433,0.0399,-1.9194
52.267,0.0801,-0.0445,0.0399,-1.9194
52.831,0.0846,-0.0510,0.0405,-1.9190
53.401,0.0970,-0.0661,0.0405,-1.9190
53.950,0.1232,-0.0881,0.0639,-1.8998
54.481,0.1565,-0.1045,0.0639,-1.8998
55.007,0.1898,-0.1114,0.1101,-1.8431
55.536,0.2185,-0.1102,0.1101,-1.8431
56.137,0.2391,-0.1039,0.1559,-1.7829
56.666,0.2503,-0.0972,0.1559,-1.7829
57.275,0.2531,-0.0946,0.2017,-1.7234
57.902,0.2503,-0.0999,0.2017,-1.7234
58.545,0.2467,-0.1146,0.2481,-1.6645
59.114,0.2467,-0.1380,0.2481,-1.6645
59.683,0.2543,-0.1673,0.2953,-1.6058
60.219,0.2713,-0.1979,0.3432,-1.5470
60.774,0.2971,-0.2252,0.3432,-1.5470
61.466,0.3292,-0.2453,0.3432,-1.5470
