timestamp,ekf_x,ekf_y,gt_x,gt_y
0.001,0.0001,-0.0000,0.0000,0.0000
0.196,0.0001,-0.0000,0.0000,0.0000
0.738,0.0001,-0.0000,-0.0004,-1.9999
1.294,0.0001,-0.0000,-0.0004,-1.9999
1.889,0.0001,-0.0000,-0.0004,-1.9999
2.694,0.0001,-0.0000,-0.0004,-1.9999
3.553,0.0001,-0.0000,-0.0004,-1.9999
4.095,0.0001,-0.0000,-0.0004,-1.9999
4.635,0.0001,-0.0000,-0.0004,-1.9999
5.273,0.0001,-0.0000,-0.0004,-1.9999
5.885,0.0001,-0.0000,-0.0004,-1.9999
6.439,0.0001,-0.0000,-0.0004,-1.9999
6.963,0.0001,-0.0000,-0.0004,-1.9999
7.518,0.0002,-0.0000,-0.0005,-1.9999
8.055,0.0002,-0.0000,-0.0005,-1.9999
8.604,0.0003,-0.0000,-0.0005,-1.9997
9.211,0.0004,-0.0000,-0.0005,-1.9997
9.772,0.0005,-0.0000,-0.0005,-1.9996
10.339,0.0007,-0.0000,-0.0005,-1.9996
10.900,0.0008,-0.0000,-0.0005,-1.9993
11.439,0.0010,-0.0000,-0.0005,-1.9993
11.972,0.0012,-0.0000,-0.0005,-1.9990
12.517,0.0013,-0.0000,-0.0005,-1.9990
13.060,0.0014,-0.0000,-0.0005,-1.9987
13.650,0.0015,-0.0000,-0.0005,-1.9987
14.192,0.0016,-0.0000,-0.0005,-1.9984
14.732,0.0017,-0.0000,-0.0005,-1.9984
15.342,0.0019,-0.0000,-0.0005,-1.9982
15.880,0.0020,-0.0000,-0.0005,-1.9982
16.438,0.0023,-0.0000,-0.0006,-1.9979
16.994,0.0025,-0.0000,-0.0006,-1.9979
17.589,0.0028,-0.0000,-0.0006,-1.9974
18.146,0.0032,-0.0001,-0.0006,-1.9974
18.723,0.0036,-0.0001,-0.0006,-1.9967
19.289,0.0040,-0.0001,-0.0006,-1.9967
19.843,0.0045,-0.0001,-0.0006,-1.9959
20.399,0.0051,-0.0001,-0.0006,-1.9959
20.942,0.0058,-0.0002,-0.0006,-1.9947
21.543,0.0065,-0.0002,-0.0006,-1.9935
22.093,0.0069,-0.0002,-0.0006,-1.9935
22.640,0.0074,-0.0003,-0.0006,-1.9935
23.229,0.0078,-0.0003,-0.0005,-1.9925
23.794,0.0082,-0.0003,-0.0005,-1.9925
24.741,0.0087,-0.0004,-0.0005,-1.9917
25.320,0.0094,-0.0005,-0.0005,-1.9917
25.899,0.0101,-0.0005,-0.0005,-1.9905
26.495,0.0110,-0.0006,-0.0005,-1.9905
27.074,0.0120,-0.0007,-0.0004,-1.9888
27.618,0.0131,-0.0009,-0.0004,-1.9888
28.319,0.0144,-0.0011,-0.0002,-1.9866
29.189,0.0158,-0.0013,-0.0002,-1.9866
29.747,0.0174,-0.0016,0.0001,-1.9838
30.262,0.0191,-0.0019,0.0001,-1.9838
30.794,0.0211,-0.0023,0.0006,-1.9804
31.341,0.0231,-0.0028,0.0006,-1.9804
31.955,0.0248,-0.0033,0.0015,-1.9764
32.499,0.0263,-0.0037,0.0015,-1.9764
33.089,0.0276,-0.0041,0.0021,-1.9732
33.627,0.0287,-0.0044,0.0021,-1.9732
34.184,0.0301,-0.0049,0.0028,-1.9709
34.705,0.0317,-0.0054,0.0028,-1.9709
35.262,0.0336,-0.0061,0.0036,-1.9677
35.804,0.0359,-0.0070,0.0036,-1.9677
36.342,0.0384,-0.0081,0.0050,-1.9633
36.881,0.0413,-0.0094,0.0050,-1.9633
37.412,0.0445,-0.0110,0.0072,-1.9576
37.948,0.0480,-0.0130,0.0072,-1.9576
38.462,0.0519,-0.0154,0.0106,-1.9505
39.044,0.0561,-0.0183,0.0106,-1.9505
39.741,0.0606,-0.0218,0.0156,-1.9420
40.293,0.0647,-0.0255,0.0156,-1.9420
40.848,0.0680,-0.0288,0.0223,-1.9331
41.445,0.0707,-0.0318,0.0277,-1.9267
41.977,0.0725,-0.0339,0.0277,-1.9267
42.533,0.0741,-0.0359,0.0277,-1.9267
43.073,0.0761,-0.0386,0.0313,-1.9228
43.648,0.0785,-0.0421,0.0313,-1.9228
44.194,0.0811,-0.0466,0.0375,-1.9176
44.747,0.0873,-0.0586,0.0598,-1.9054
45.321,0.1028,-0.0947,0.0598,-1.9054
45.924,0.1251,-0.1579,0.0598,-1.9054
46.531,0.1512,-0.2397,0.1734,-1.8635
47.100,0.1780,-0.3242,0.1734,-1.8635
47.704,0.2049,-0.4089,0.3444,-1.8092
48.296,0.2318,-0.4934,0.3444,-1.8092
48.837,0.2586,-0.5773,0.5167,-1.7544
49.369,0.2837,-0.6528,0.6761,-1.7018
49.922,0.3071,-0.7128,0.6761,-1.7018
50.459,0.3245,-0.7446,0.6761,-1.7018
51.010,0.3404,-0.7589,0.7606,-1.6617
51.533,0.3686,-0.7679,0.7606,-1.6617
52.072,0.4216,-0.7686,0.7805,-1.6136
52.601,0.4936,-0.7563,0.7805,-1.6136
53.177,0.5816,-0.7364,0.7641,-1.4833
53.722,0.6718,-0.7159,0.7641,-1.4833
54.249,0.7611,-0.6954,0.7243,-1.3078
54.817,0.8508,-0.6746,0.7243,-1.3078
55.403,0.9583,-0.6495,0.6837,-1.1318
56.040,1.0303,-0.6325,0.6837,-1.1318
56.654,1.1199,-0.6112,0.6423,-0.9558
57.785,1.2097,-0.5896,0.6423,-0.9558
58.341,1.2990,-0.5680,0.6002,-0.7798
58.896,1.3846,-0.5470,0.6002,-0.7798
59.464,1.4499,-0.5307,0.5591,-0.6108
60.023,1.4862,-0.5152,0.5591,-0.6108
60.652,1.5063,-0.4982,0.5285,-0.5223
61.347,1.5157,-0.4795,0.4889,-0.4972
