timestamp,ekf_x,ekf_y,gt_x,gt_y
0.002,0.0001,-0.0000,0.0000,0.0000
0.003,0.0001,-0.0000,0.0000,0.0000
0.507,0.0001,-0.0000,-0.0004,-1.9999
1.040,0.0001,-0.0000,-0.0004,-1.9999
1.586,0.0000,-0.0000,-0.0004,-1.9999
2.158,0.0000,-0.0000,-0.0004,-2.0000
2.803,-0.0000,-0.0000,-0.0005,-2.0000
3.357,-0.0001,-0.0000,-0.0005,-2.0000
3.919,-0.0001,-0.0000,-0.0005,-2.0000
4.521,-0.0002,-0.0000,-0.0005,-2.0001
5.170,-0.0003,-0.0000,-0.0005,-2.0001
5.708,-0.0005,-0.0000,-0.0005,-2.0004
6.310,-0.0006,-0.0000,-0.0005,-2.0006
6.877,-0.0008,-0.0000,-0.0005,-2.0006
7.485,-0.0009,-0.0000,-0.0005,-2.0006
8.014,-0.0011,-0.0000,-0.0005,-2.0010
8.533,-0.0014,-0.0000,-0.0005,-2.0010
9.069,-0.0016,-0.0000,-0.0005,-2.0014
9.609,-0.0019,-0.0000,-0.0005,-2.0014
10.155,-0.0022,-0.0000,-0.0005,-2.0019
10.730,-0.0026,-0.0000,-0.0005,-2.0019
11.306,-0.0030,-0.0000,-0.0005,-2.0026
12.009,-0.0034,-0.0001,-0.0005,-2.0026
12.548,-0.0039,-0.0001,-0.0005,-2.0035
13.093,-0.0043,-0.0001,-0.0005,-2.0035
13.654,-0.0047,-0.0001,-0.0005,-2.0044
14.215,-0.0051,-0.0001,-0.0005,-2.0044
14.845,-0.0054,-0.0002,-0.0005,-2.0051
15.381,-0.0056,-0.0002,-0.0005,-2.0051
15.951,-0.0058,-0.0002,-0.0005,-2.0057
16.499,-0.0059,-0.0002,-0.0005,-2.0057
17.034,-0.0060,-0.0002,-0.0005,-2.0059
17.572,-0.0062,-0.0002,-0.0005,-2.0059
18.110,-0.0065,-0.0002,-0.0006,-2.0063
18.668,-0.0069,-0.0002,-0.0006,-2.0070
19.207,-0.0073,-0.0003,-0.0006,-2.0070
19.755,-0.0079,-0.0003,-0.0006,-2.0070
20.292,-0.0086,-0.0004,-0.0006,-2.0081
20.833,-0.0094,-0.0005,-0.0006,-2.0081
21.409,-0.0101,-0.0005,-0.0006,-2.0096
21.995,-0.0106,-0.0006,-0.0006,-2.0096
22.551,-0.0110,-0.0006,-0.0005,-2.0107
23.117,-0.0112,-0.0007,-0.0005,-2.0107
23.655,-0.0113,-0.0007,-0.0006,-2.0113
24.176,-0.0112,-0.0007,-0.0006,-2.0113
24.720,-0.0109,-0.0006,-0.0007,-2.0112
25.328,-0.0104,-0.0006,-0.0007,-2.0112
25.916,-0.0097,-0.0005,-0.0009,-2.0104
26.511,-0.0088,-0.0004,-0.0009,-2.0104
27.042,-0.0077,-0.0003,-0.0012,-2.0087
27.572,-0.0063,-0.0002,-0.0012,-2.0087
28.154,-0.0047,-0.0001,-0.0015,-2.0061
28.715,-0.0027,-0.0000,-0.0015,-2.0061
29.315,-0.0005,-0.0000,-0.0019,-2.0024
29.838,0.0021,-0.0000,-0.0019,-2.0024
30.393,0.0051,-0.0001,-0.0022,-1.9974
30.971,0.0084,-0.0004,-0.0022,-1.9974
31.519,0.0122,-0.0008,-0.0021,-1.9909
32.056,0.0163,-0.0014,-0.0015,-1.9827
32.586,0.0210,-0.0024,-0.0015,-1.9827
33.111,0.0260,-0.0037,-0.0015,-1.9827
33.648,0.0316,-0.0055,0.0002,-1.9727
34.367,0.0375,-0.0078,0.0002,-1.9727
35.249,0.0440,-0.0109,0.0037,-1.9606
36.072,0.0507,-0.0149,0.0037,-1.9606
36.752,0.0596,-0.0218,0.0098,-1.9463
37.289,0.0669,-0.0333,0.0098,-1.9463
37.839,0.0676,-0.0485,0.0353,-1.9257
38.581,0.0598,-0.0634,0.0353,-1.9257
39.154,0.0441,-0.0733,0.0716,-1.9067
39.746,0.0240,-0.0738,0.0716,-1.9067
40.307,0.0048,-0.0633,0.1056,-1.8851
40.848,0.0958,-0.0588,0.1406,-1.8603
41.413,0.1013,-0.0691,0.1406,-1.8603
41.969,0.1025,-0.0743,0.1406,-1.8603
42.654,0.1067,-0.0722,0.1788,-1.8351
43.210,0.1191,-0.0719,0.1788,-1.8351
43.793,0.1349,-0.0818,0.2187,-1.8124
44.383,0.1439,-0.1009,0.2187,-1.8124
44.977,0.1425,-0.1192,0.2574,-1.7924
45.533,0.1370,-0.1278,0.2931,-1.7730
46.104,0.1382,-0.1278,0.2931,-1.7730
46.687,0.1502,-0.1292,0.2931,-1.7730
47.217,0.1660,-0.1403,0.3268,-1.7508
47.803,0.1750,-0.1592,0.3268,-1.7508
48.398,0.1738,-0.1758,0.3619,-1.7256
48.932,0.1696,-0.1824,0.3619,-1.7256
49.529,0.1727,-0.1816,0.4000,-1.7003
50.305,0.1858,-0.1837,0.4000,-1.7003
51.109,0.2011,-0.1958,0.4396,-1.6777
51.711,0.2086,-0.2149,0.4396,-1.6777
52.245,0.2064,-0.2304,0.4774,-1.6580
52.824,0.2026,-0.2357,0.4774,-1.6580
53.424,0.2069,-0.2347,0.5118,-1.6383
53.992,0.2205,-0.2376,0.5118,-1.6383
54.580,0.2353,-0.2506,0.5444,-1.6158
55.132,0.2417,-0.2694,0.5444,-1.6158
55.830,0.2391,-0.2839,0.5785,-1.5906
56.359,0.2357,-0.2883,0.5785,-1.5906
56.988,0.2409,-0.2871,0.6157,-1.5657
57.558,0.2551,-0.2908,0.6157,-1.5657
58.171,0.2692,-0.3046,0.6541,-1.5437
58.797,0.2745,-0.3232,0.6541,-1.5437
59.356,0.2713,-0.3364,0.6903,-1.5244
59.918,0.2686,-0.3397,0.6903,-1.5244
60.443,0.2748,-0.3386,0.7231,-1.5050
60.990,0.2892,-0.3430,0.7231,-1.5050
61.543,0.3026,-0.3573,0.7544,-1.4825
62.101,0.3071,-0.3756,0.7544,-1.4825
62.633,0.3036,-0.3880,0.7876,-1.4576
63.193,0.3015,-0.3905,0.7876,-1.4576
63.819,0.3086,-0.3894,0.8239,-1.4332
64.453,0.3231,-0.3947,0.8239,-1.4332
64.998,0.3358,-0.4095,0.8609,-1.4117
65.537,0.3393,-0.4273,0.8609,-1.4117
