timestamp,ekf_x,ekf_y,gt_x,gt_y
0.000,0.0001,-0.0000,0.0000,0.0000
0.001,0.0001,-0.0000,0.0000,0.0000
0.487,0.0001,-0.0000,0.0000,0.0000
1.051,0.0001,-0.0000,-0.0005,-1.9999
1.655,0.0001,-0.0000,-0.0005,-1.9999
2.172,0.0001,-0.0000,-0.0005,-1.9999
2.710,0.0001,-0.0000,-0.0005,-1.9999
3.291,0.0001,-0.0000,-0.0005,-1.9999
3.815,0.0001,-0.0000,-0.0005,-1.9999
4.344,0.0001,-0.0000,-0.0005,-1.9999
4.854,0.0002,-0.0000,-0.0006,-1.9999
5.365,0.0003,-0.0000,-0.0006,-1.9999
5.907,0.0004,-0.0000,-0.0006,-1.9997
6.425,0.0005,-0.0000,-0.0006,-1.9997
6.933,0.0007,-0.0000,-0.0006,-1.9995
7.436,0.0009,-0.0000,-0.0006,-1.9995
7.942,0.0011,-0.0000,-0.0006,-1.9991
8.449,0.0013,-0.0000,-0.0006,-1.9991
8.955,0.0016,-0.0000,-0.0006,-1.9986
9.471,0.0019,-0.0000,-0.0006,-1.9986
9.998,0.0021,-0.0000,-0.0006,-1.9980
10.524,0.0024,-0.0000,-0.0006,-1.9980
11.056,0.0025,-0.0000,-0.0006,-1.9976
11.616,0.0027,-0.0000,-0.0006,-1.9976
12.143,0.0028,-0.0000,-0.0007,-1.9973
12.649,0.0031,-0.0000,-0.0007,-1.9973
13.159,0.0034,-0.0001,-0.0007,-1.9969
13.662,0.0037,-0.0001,-0.0007,-1.9969
14.169,0.0041,-0.0001,-0.0007,-1.9962
14.685,0.0046,-0.0001,-0.0007,-1.9962
15.218,0.0052,-0.0001,-0.0007,-1.9952
15.737,0.0059,-0.0002,-0.0007,-1.9952
16.244,0.0066,-0.0002,-0.0007,-1.9940
16.755,0.0075,-0.0003,-0.0007,-1.9940
17.279,0.0084,-0.0004,-0.0007,-1.9923
17.797,0.0094,-0.0005,-0.0007,-1.9923
18.307,0.0104,-0.0006,-0.0006,-1.9903
18.831,0.0112,-0.0007,-0.0006,-1.9903
19.353,0.0118,-0.0007,-0.0005,-1.9886
20.434,0.0124,-0.0008,-0.0005,-1.9886
20.956,0.0131,-0.0009,-0.0004,-1.9874
21.483,0.0139,-0.0010,-0.0004,-1.9874
21.993,0.0149,-0.0012,-0.0003,-1.9858
22.516,0.0162,-0.0014,-0.0003,-1.9858
23.022,0.0176,-0.0016,-0.0001,-1.9835
23.531,0.0192,-0.0019,-0.0001,-1.9835
24.034,0.0210,-0.0023,0.0004,-1.9804
24.551,0.0231,-0.0028,0.0004,-1.9804
25.088,0.0254,-0.0034,0.0011,-1.9763
25.605,0.0280,-0.0042,0.0011,-1.9763
26.110,0.0308,-0.0051,0.0023,-1.9712
