timestamp,ekf_x,ekf_y,gt_x,gt_y
0.718,0.0001,-0.0000,-0.0005,-1.9999
0.818,0.0001,-0.0000,-0.0005,-1.9999
1.325,0.0001,-0.0000,-0.0005,-1.9999
1.835,0.0001,-0.0000,-0.0005,-1.9999
2.337,0.0001,-0.0000,-0.0005,-1.9999
2.842,0.0001,-0.0000,-0.0005,-1.9999
3.366,0.0001,-0.0000,-0.0005,-1.9999
3.879,0.0001,-0.0000,-0.0005,-1.9999
4.391,0.0001,-0.0000,-0.0005,-1.9999
4.897,0.0001,-0.0000,-0.0006,-1.9999
5.419,0.0002,-0.0000,-0.0006,-1.9999
6.018,0.0003,-0.0000,-0.0006,-1.9998
6.553,0.0004,-0.0000,-0.0006,-1.9998
7.068,0.0005,-0.0000,-0.0006,-1.9996
7.587,0.0007,-0.0000,-0.0006,-1.9996
8.109,0.0009,-0.0000,-0.0006,-1.9993
8.614,0.0011,-0.0000,-0.0006,-1.9993
9.709,0.0014,-0.0000,-0.0006,-1.9988
10.283,0.0017,-0.0000,-0.0006,-1.9988
10.793,0.0020,-0.0000,-0.0006,-1.9983
11.299,0.0022,-0.0000,-0.0006,-1.9983
11.806,0.0024,-0.0000,-0.0006,-1.9977
12.313,0.0026,-0.0000,-0.0006,-1.9977
12.826,0.0027,-0.0000,-0.0007,-1.9974
13.331,0.0029,-0.0000,-0.0007,-1.9974
13.839,0.0032,-0.0001,-0.0007,-1.9970
14.353,0.0035,-0.0001,-0.0007,-1.9970
14.877,0.0038,-0.0001,-0.0007,-1.9965
15.384,0.0043,-0.0001,-0.0007,-1.9965
15.932,0.0048,-0.0001,-0.0007,-1.9956
16.457,0.0054,-0.0001,-0.0007,-1.9956
16.984,0.0061,-0.0002,-0.0007,-1.9945
17.504,0.0068,-0.0002,-0.0007,-1.9945
18.033,0.0077,-0.0003,-0.0007,-1.9930
18.548,0.0087,-0.0004,-0.0007,-1.9930
19.054,0.0098,-0.0005,-0.0006,-1.9911
19.592,0.0107,-0.0006,-0.0006,-1.9911
20.100,0.0116,-0.0007,-0.0005,-1.9891
20.628,0.0122,-0.0008,-0.0005,-1.9891
21.134,0.0128,-0.0009,-0.0004,-1.9876
21.670,0.0135,-0.0010,-0.0004,-1.9876
22.190,0.0144,-0.0011,-0.0003,-1.9863
22.699,0.0154,-0.0012,-0.0003,-1.9863
23.219,0.0167,-0.0015,-0.0002,-1.9843
23.738,0.0181,-0.0017,-0.0002,-1.9843
24.247,0.0198,-0.0021,0.0002,-1.9814
24.762,0.0217,-0.0025,0.0002,-1.9814
25.276,0.0238,-0.0030,0.0008,-1.9778
25.845,0.0262,-0.0037,0.0008,-1.9778
26.448,0.0294,-0.0046,0.0018,-1.9731
27.050,0.0318,-0.0054,0.0018,-1.9731
27.572,0.0351,-0.0067,0.0034,-1.9673
28.075,0.0382,-0.0080,0.0034,-1.9673
28.582,0.0409,-0.0092,0.0058,-1.9608
29.102,0.0432,-0.0103,0.0058,-1.9608
29.617,0.0450,-0.0113,0.0077,-1.9559
30.160,0.0468,-0.0123,0.0077,-1.9559
30.669,0.0490,-0.0136,0.0096,-1.9522
31.183,0.0516,-0.0153,0.0096,-1.9522
31.685,0.0546,-0.0173,0.0123,-1.9469
32.190,0.0581,-0.0199,0.0123,-1.9469
32.696,0.0619,-0.0230,0.0167,-1.9400
33.224,0.0660,-0.0269,0.0167,-1.9400
33.746,0.0705,-0.0316,0.0234,-1.9314
34.249,0.0752,-0.0375,0.0234,-1.9314
34.758,0.0797,-0.0441,0.0335,-1.9213
35.277,0.0835,-0.0508,0.0335,-1.9213
35.789,0.0866,-0.0577,0.0453,-1.9107
36.312,0.0890,-0.0645,0.0453,-1.9107
36.828,0.0908,-0.0712,0.0570,-1.9001
37.337,0.0919,-0.0777,0.0570,-1.9001
37.843,0.0924,-0.0839,0.0686,-1.8896
38.350,0.0924,-0.0896,0.0686,-1.8896
38.856,0.0919,-0.0949,0.0801,-1.8792
39.437,0.0911,-0.0995,0.0801,-1.8792
39.992,0.0900,-0.1036,0.0916,-1.8687
40.575,0.0888,-0.1070,0.1031,-1.8583
41.083,0.0875,-0.1097,0.1031,-1.8583
42.122,0.0864,-0.1117,0.1031,-1.8583
42.452,0.0854,-0.1131,0.1145,-1.8479
42.956,0.0847,-0.1139,0.1145,-1.8479
43.461,0.0845,-0.1142,0.1259,-1.8376
44.007,0.0847,-0.1140,0.1259,-1.8376
44.515,0.0855,-0.1134,0.1372,-1.8273
45.026,0.0869,-0.1126,0.1372,-1.8273
45.535,0.0890,-0.1116,0.1484,-1.8169
46.052,0.0918,-0.1106,0.1484,-1.8169
46.568,0.0953,-0.1097,0.1596,-1.8065
47.073,0.0994,-0.1090,0.1596,-1.8065
47.583,0.1041,-0.1086,0.1707,-1.7960
48.091,0.1094,-0.1086,0.1707,-1.7960
48.603,0.1151,-0.1091,0.1818,-1.7856
49.116,0.1211,-0.1102,0.1818,-1.7856
49.633,0.1274,-0.1119,0.1928,-1.7751
50.211,0.1338,-0.1143,0.1928,-1.7751
50.765,0.1402,-0.1174,0.2038,-1.7646
51.324,0.1464,-0.1211,0.2038,-1.7646
51.857,0.1525,-0.1255,0.2147,-1.7541
52.368,0.1581,-0.1304,0.2147,-1.7541
52.901,0.1634,-0.1359,0.2255,-1.7435
53.422,0.1681,-0.1418,0.2255,-1.7435
53.943,0.1722,-0.1480,0.2363,-1.7330
54.461,0.1756,-0.1544,0.2363,-1.7330
54.965,0.1784,-0.1610,0.2472,-1.7224
55.472,0.1805,-0.1675,0.2472,-1.7224
55.982,0.1820,-0.1739,0.2582,-1.7117
56.486,0.1828,-0.1800,0.2582,-1.7117
57.001,0.1830,-0.1858,0.2693,-1.7011
57.512,0.1827,-0.1910,0.2693,-1.7011
58.057,0.1820,-0.1957,0.2804,-1.6905
58.581,0.1811,-0.1998,0.2804,-1.6905
59.164,0.1797,-0.2039,0.2916,-1.6799
59.738,0.1787,-0.2060,0.2916,-1.6799
60.242,0.1776,-0.2081,0.3029,-1.6694
60.749,0.1766,-0.2095,0.3029,-1.6694
61.256,0.1760,-0.2103,0.3142,-1.6589
61.769,0.1757,-0.2105,0.3142,-1.6589
62.273,0.1760,-0.2103,0.3255,-1.6485
62.789,0.1768,-0.2097,0.3255,-1.6485
63.321,0.1783,-0.2089,0.3369,-1.6381
63.847,0.1805,-0.2079,0.3369,-1.6381
64.352,0.1833,-0.2070,0.3483,-1.6278
64.911,0.1877,-0.2060,0.3483,-1.6278
65.432,0.1911,-0.2055,0.3597,-1.6176
65.937,0.1958,-0.2053,0.3597,-1.6176
66.441,0.2011,-0.2055,0.3710,-1.6075
66.952,0.2068,-0.2063,0.3710,-1.6075
67.466,0.2128,-0.2077,0.3823,-1.5974
67.969,0.2189,-0.2097,0.3823,-1.5974
68.477,0.2251,-0.2124,0.3936,-1.5874
68.989,0.2313,-0.2158,0.3936,-1.5874
69.499,0.2373,-0.2198,0.4049,-1.5775
70.008,0.2430,-0.2245,0.4049,-1.5775
70.511,0.2483,-0.2297,0.4161,-1.5677
71.019,0.2531,-0.2354,0.4161,-1.5677
71.548,0.2573,-0.2415,0.4272,-1.5578
72.060,0.2608,-0.2478,0.4272,-1.5578
72.565,0.2637,-0.2542,0.4383,-1.5480
73.070,0.2659,-0.2607,0.4383,-1.5480
73.574,0.2674,-0.2670,0.4495,-1.5383
74.078,0.2683,-0.2731,0.4495,-1.5383
75.180,0.2685,-0.2789,0.4606,-1.5286
75.686,0.2683,-0.2842,0.4606,-1.5286
76.195,0.2676,-0.2889,0.4717,-1.5189
76.716,0.2666,-0.2930,0.4717,-1.5189
77.241,0.2655,-0.2963,0.4826,-1.5093
77.744,0.2642,-0.2990,0.4826,-1.5093
78.247,0.2631,-0.3011,0.4935,-1.4997
78.793,0.2621,-0.3024,0.4935,-1.4997
79.322,0.2615,-0.3032,0.5044,-1.4901
79.845,0.2613,-0.3034,0.5044,-1.4901
80.364,0.2616,-0.3032,0.5152,-1.4806
80.875,0.2625,-0.3026,0.5152,-1.4806
81.389,0.2640,-0.3018,0.5260,-1.4711
81.898,0.2662,-0.3009,0.5260,-1.4711
82.423,0.2692,-0.3000,0.5366,-1.4616
82.933,0.2728,-0.2994,0.5366,-1.4616
83.442,0.2770,-0.2990,0.5473,-1.4521
83.994,0.2818,-0.2990,0.5473,-1.4521
84.512,0.2870,-0.2995,0.5578,-1.4426
85.033,0.2927,-0.3006,0.5578,-1.4426
85.556,0.2986,-0.3024,0.5683,-1.4329
86.079,0.3046,-0.3049,0.5683,-1.4329
86.588,0.3106,-0.3080,0.5789,-1.4232
87.094,0.3164,-0.3119,0.5789,-1.4232
87.604,0.3219,-0.3163,0.5893,-1.4134
88.119,0.3270,-0.3214,0.5893,-1.4134
88.639,0.3316,-0.3269,0.5998,-1.4036
89.143,0.3356,-0.3328,0.5998,-1.4036
89.728,0.3395,-0.3402,0.6103,-1.3937
90.282,0.3416,-0.3452,0.6103,-1.3937
90.831,0.3435,-0.3514,0.6209,-1.3839
91.346,0.3448,-0.3575,0.6209,-1.3839
91.856,0.3454,-0.3633,0.6316,-1.3740
92.367,0.3454,-0.3687,0.6316,-1.3740
92.871,0.3450,-0.3736,0.6423,-1.3642
93.394,0.3442,-0.3780,0.6423,-1.3642
93.933,0.3431,-0.3816,0.6532,-1.3543
94.447,0.3419,-0.3846,0.6532,-1.3543
94.954,0.3407,-0.3868,0.6641,-1.3446
95.462,0.3397,-0.3884,0.6641,-1.3446
95.969,0.3389,-0.3894,0.6750,-1.3348
96.479,0.3385,-0.3897,0.6750,-1.3348
96.991,0.3387,-0.3896,0.6860,-1.3252
97.510,0.3394,-0.3891,0.6860,-1.3252
98.017,0.3408,-0.3884,0.6971,-1.3157
98.560,0.3429,-0.3875,0.6971,-1.3157
99.080,0.3456,-0.3867,0.7082,-1.3062
99.606,0.3491,-0.3860,0.7082,-1.3062
100.158,0.3532,-0.3856,0.7193,-1.2969
100.698,0.3578,-0.3857,0.7193,-1.2969
101.209,0.3629,-0.3862,0.7303,-1.2876
101.723,0.3684,-0.3873,0.7303,-1.2876
102.236,0.3742,-0.3891,0.7413,-1.2784
102.749,0.3800,-0.3916,0.7413,-1.2784
103.276,0.3858,-0.3948,0.7523,-1.2692
103.841,0.3915,-0.3986,0.7523,-1.2692
104.352,0.3968,-0.4031,0.7632,-1.2601
104.883,0.4017,-0.4082,0.7632,-1.2601
105.422,0.4060,-0.4137,0.7740,-1.2511
105.947,0.4097,-0.4195,0.7847,-1.2421
106.469,0.4128,-0.4256,0.7847,-1.2421
106.987,0.4152,-0.4317,0.7847,-1.2421
108.034,0.4168,-0.4378,0.7954,-1.2332
108.562,0.4178,-0.4437,0.7954,-1.2332
109.078,0.4181,-0.4493,0.8061,-1.2244
109.586,0.4180,-0.4544,0.8061,-1.2244
110.102,0.4173,-0.4589,0.8167,-1.2156
110.623,0.4163,-0.4629,0.8167,-1.2156
111.141,0.4152,-0.4662,0.8273,-1.2068
111.648,0.4140,-0.4687,0.8273,-1.2068
