timestamp,min_front_range_m
0.335,2.6833
0.338,2.6833
0.871,2.6902
1.398,2.6821
1.920,2.7014
2.456,2.6920
3.022,2.6916
3.669,2.7061
4.188,2.6885
4.826,2.6794
5.360,2.6932
5.889,2.6879
6.431,2.6930
6.969,2.6744
7.568,2.6903
8.141,2.6936
8.719,2.6624
9.295,2.6910
9.845,2.6774
10.477,2.6990
11.088,2.6850
11.616,2.6985
12.195,2.7022
12.801,2.6830
13.358,2.6927
13.944,2.6724
14.494,2.6869
15.079,2.6980
15.627,2.6963
16.148,2.6854
17.034,2.6841
17.692,2.7024
18.216,2.6793
18.879,2.7164
19.517,2.6766
20.056,2.6968
20.622,2.6980
21.175,2.6823
21.781,2.6776
22.336,2.6765
22.935,2.6894
23.527,2.6914
24.078,2.6779
24.629,2.6792
25.147,2.6584
25.694,2.6887
26.237,2.6811
26.753,2.6793
27.296,2.6622
27.820,2.6693
28.332,2.6717
28.882,2.6572
29.520,2.6712
30.057,2.6646
30.582,2.6451
31.114,2.6655
31.635,2.6658
32.241,2.6429
32.876,2.6425
33.443,2.6462
33.979,2.6393
34.526,2.6373
35.064,2.6211
35.679,2.6119
36.229,2.6326
36.808,2.6398
37.357,2.6425
37.919,2.6291
38.507,2.6281
39.074,2.6390
39.619,2.6295
40.161,2.6320
40.720,2.6183
41.255,2.6058
41.797,2.5675
42.364,2.4999
42.903,2.4279
43.444,2.3351
44.034,2.2431
44.593,2.1584
45.159,2.0646
45.705,1.9723
46.228,1.9033
46.878,1.8425
47.425,1.7967
47.965,1.7843
48.506,2.2849
49.521,2.2511
49.934,2.1731
50.529,2.0851
51.098,1.9833
51.678,1.8994
52.239,1.8280
52.853,1.7143
53.366,1.6439
53.913,1.5386
54.487,1.4390
55.024,1.3525
55.577,1.2623
56.242,1.2052
56.873,1.1607
57.387,2.6379
57.908,4.0432
58.427,5.8574
59.019,5.8401
59.599,5.9342
60.238,5.3003
60.818,5.3013
61.457,2.8119
62.174,1.7630
62.818,1.7080
63.515,1.7185
64.039,1.4239
64.584,0.9819
65.242,0.9862
65.790,1.0139
66.319,3.6998
66.901,5.7026
67.420,5.6367
67.944,5.6282
68.479,5.8671
69.000,5.5240
69.559,5.5181
70.141,3.1078
70.697,1.9718
71.229,1.9713
71.748,1.9198
72.293,0.8835
72.822,0.8956
73.351,0.9108
73.916,2.1648
74.442,3.4049
75.018,5.4355
75.745,5.4161
76.377,5.4089
76.920,5.8969
77.439,5.7267
78.010,3.3917
78.567,3.4128
79.088,2.2333
79.645,2.2741
80.173,0.8698
80.693,0.8671
81.227,0.9365
82.319,1.3654
82.850,3.1520
83.387,5.3264
83.922,5.2174
84.446,5.2012
85.003,5.3998
85.560,5.9319
86.115,5.9425
86.646,3.6906
87.255,2.5240
87.865,2.5299
88.447,0.9474
88.985,0.9598
89.509,1.0314
90.036,1.8376
90.553,2.9066
91.085,2.9040
91.601,5.0130
92.119,5.0137
92.670,5.0724
93.239,6.1410
93.804,6.1375
94.349,3.9702
94.891,2.7438
95.451,1.0838
95.981,1.0806
96.541,1.0875
97.219,1.1603
97.740,1.6969
98.261,2.6657
98.784,2.6622
99.309,4.8343
99.833,4.8227
100.395,4.8948
100.920,5.9725
101.441,6.3314
101.979,4.2147
102.507,3.0250
103.061,1.2009
103.610,1.2034
104.236,1.1979
104.771,1.6069
105.337,1.7510
105.893,2.4388
106.433,4.7564
107.020,4.6348
107.632,4.6221
108.322,4.8145
108.927,6.3432
109.445,6.4859
109.999,4.4778
110.621,1.4364
111.156,1.3138
111.718,1.3396
112.245,1.3544
112.782,1.5537
113.307,2.2073
113.833,2.1981
116.676,4.4649
118.995,4.4537
121.164,4.4463
123.904,5.0579
126.320,6.6821
128.894,4.7185
129.814,3.5225
130.404,1.4622
130.978,1.4506
131.520,1.4590
132.047,1.5423
132.594,2.0000
133.367,1.9840
133.956,4.3970
134.504,4.2598
135.042,4.2590
135.564,4.4796
136.210,6.1125
136.777,6.8481
137.368,3.7504
137.982,1.6610
138.512,1.6023
139.072,1.5664
139.617,1.5718
140.154,1.8065
140.722,1.7880
141.268,4.3235
141.806,4.0981
142.368,4.0789
142.909,4.2195
143.435,5.4625
143.951,7.0012
144.472,4.0647
144.996,1.8326
145.557,1.7536
146.100,1.6652
146.682,1.6558
147.251,1.6067
148.265,1.6136
148.830,4.1804
149.364,3.9146
149.886,3.9161
150.468,4.0369
151.067,5.3030
151.630,7.1517
152.151,4.1852
152.709,1.9126
153.265,1.7400
153.873,1.7313
154.394,1.5772
154.965,1.4502
155.484,1.4305
156.025,3.8953
156.548,3.7574
157.068,3.7375
157.604,3.9832
158.140,5.6797
158.686,7.3145
159.210,2.5328
159.743,2.0883
160.289,1.8342
160.910,1.8453
161.468,1.3048
161.996,1.3022
162.530,3.5179
163.084,3.6147
163.639,3.5943
164.163,3.5763
164.715,4.1571
165.281,7.0709
165.849,5.8679
166.371,2.3119
166.961,1.9655
167.486,1.9871
168.028,1.2357
168.581,1.1738
169.119,1.2374
169.765,3.6373
170.289,3.4278
170.809,3.4158
171.404,3.5859
171.948,4.9549
172.473,7.5958
173.042,2.8465
173.618,2.1047
174.144,2.1100
174.676,1.2099
175.199,1.0860
175.801,1.1298
176.341,3.2588
176.862,3.2762
177.381,3.2728
177.902,3.3196
178.426,4.1807
178.991,7.7152
179.564,5.0675
180.542,2.6024
180.984,2.2514
181.526,1.0886
182.087,1.0418
182.619,1.1600
183.176,3.0382
183.708,3.1601
184.223,3.1296
184.753,3.1349
185.452,3.7920
185.996,7.3481
186.513,5.3152
187.038,2.7795
187.665,2.3907
188.193,1.0215
188.835,1.0044
189.382,2.9073
189.943,2.8866
190.476,3.0056
191.007,2.9857
191.533,2.9969
192.120,3.6332
192.647,7.3035
193.192,5.4407
193.765,2.5246
194.286,2.5420
194.811,1.0355
195.336,1.0417
195.881,2.7595
196.482,3.1352
197.008,2.8435
197.550,2.8381
198.166,2.8890
198.703,3.7920
199.271,8.0640
199.804,3.4949
200.332,2.6620
200.884,1.0971
201.414,1.1131
202.003,1.2358
202.537,2.6705
203.077,2.9334
203.604,2.7106
204.123,2.7178
204.651,2.8992
205.182,4.4331
205.724,6.9468
206.301,3.2774
206.882,2.8164
207.430,1.1751
207.960,1.1902
208.482,2.5760
209.027,2.7175
209.545,2.6042
210.094,2.5813
210.647,2.5828
211.214,3.1833
211.740,6.7866
212.320,5.9313
213.442,2.9521
213.963,1.2467
214.589,1.2429
215.221,2.4775
215.831,2.4642
216.393,2.6458
216.910,2.4486
217.457,2.4438
218.000,2.6382
218.595,4.2848
219.187,7.3034
219.965,3.1089
220.497,1.3420
221.073,1.3497
221.614,2.4040
222.142,2.3735
222.694,2.7036
223.256,2.3290
223.780,2.3222
224.292,2.4113
224.816,3.4297
225.376,8.4680
225.904,3.7410
226.496,1.4374
227.041,1.4465
227.573,2.3209
228.088,2.3444
228.664,2.7503
229.199,2.2033
229.748,2.1974
230.272,2.2278
230.789,2.9975
231.329,8.5749
231.856,3.8895
232.397,1.5253
232.989,1.5331
233.542,2.2977
234.080,2.2898
234.696,2.6742
235.236,2.1182
235.756,2.0820
236.298,2.1064
236.818,2.7674
237.337,8.0282
237.855,4.0228
238.470,1.6066
