timestamp,ekf_x,ekf_y,gt_x,gt_y
0.772,0.0000,-0.0000,-0.0004,-1.9999
1.193,0.0000,-0.0000,-0.0004,-1.9999
1.789,0.0001,-0.0000,-0.0004,-1.9999
2.436,0.0001,-0.0000,-0.0004,-1.9999
3.023,0.0001,-0.0000,-0.0004,-1.9999
3.583,0.0001,-0.0000,-0.0004,-1.9999
4.165,0.0001,-0.0000,-0.0004,-1.9999
4.710,0.0002,-0.0000,-0.0004,-1.9998
5.248,0.0003,-0.0000,-0.0004,-1.9997
5.791,0.0003,-0.0000,-0.0004,-1.9997
6.329,0.0004,-0.0000,-0.0004,-1.9997
6.988,0.0005,-0.0000,-0.0004,-1.9995
7.604,0.0007,-0.0000,-0.0004,-1.9993
8.133,0.0008,-0.0000,-0.0004,-1.9993
8.699,0.0010,-0.0000,-0.0004,-1.9993
9.292,0.0012,-0.0000,-0.0004,-1.9990
10.015,0.0014,-0.0000,-0.0004,-1.9990
10.716,0.0016,-0.0000,-0.0005,-1.9986
11.335,0.0018,-0.0000,-0.0005,-1.9986
11.882,0.0021,-0.0000,-0.0005,-1.9981
12.472,0.0024,-0.0000,-0.0005,-1.9981
13.047,0.0027,-0.0000,-0.0005,-1.9975
13.736,0.0031,-0.0000,-0.0005,-1.9968
14.301,0.0035,-0.0001,-0.0005,-1.9968
14.873,0.0039,-0.0001,-0.0005,-1.9968
15.424,0.0044,-0.0001,-0.0004,-1.9960
15.990,0.0048,-0.0001,-0.0004,-1.9960
16.560,0.0054,-0.0002,-0.0004,-1.9950
17.338,0.0060,-0.0002,-0.0004,-1.9939
17.896,0.0066,-0.0002,-0.0004,-1.9939
18.462,0.0073,-0.0003,-0.0004,-1.9939
19.077,0.0081,-0.0003,-0.0003,-1.9925
19.607,0.0089,-0.0004,-0.0003,-1.9925
20.148,0.0097,-0.0005,-0.0002,-1.9910
20.752,0.0107,-0.0006,-0.0002,-1.9910
21.343,0.0117,-0.0007,-0.0001,-1.9891
21.906,0.0128,-0.0009,-0.0001,-1.9891
22.512,0.0139,-0.0010,0.0001,-1.9870
23.069,0.0152,-0.0012,0.0001,-1.9870
23.604,0.0166,-0.0014,0.0004,-1.9845
24.149,0.0180,-0.0017,0.0004,-1.9845
24.799,0.0196,-0.0020,0.0008,-1.9816
25.351,0.0213,-0.0024,0.0008,-1.9816
25.945,0.0231,-0.0028,0.0014,-1.9783
26.508,0.0250,-0.0033,0.0014,-1.9783
27.042,0.0271,-0.0039,0.0023,-1.9745
27.567,0.0293,-0.0046,0.0023,-1.9745
28.090,0.0317,-0.0054,0.0034,-1.9701
28.710,0.0342,-0.0063,0.0034,-1.9701
29.461,0.0369,-0.0074,0.0050,-1.9651
30.017,0.0397,-0.0087,0.0050,-1.9651
30.646,0.0427,-0.0101,0.0072,-1.9594
31.194,0.0460,-0.0118,0.0072,-1.9594
32.039,0.0493,-0.0137,0.0102,-1.9529
32.710,0.0529,-0.0160,0.0102,-1.9529
33.312,0.0566,-0.0186,0.0143,-1.9457
33.900,0.0604,-0.0216,0.0143,-1.9457
34.442,0.0645,-0.0253,0.0196,-1.9379
34.999,0.0688,-0.0296,0.0196,-1.9379
35.567,0.0727,-0.0340,0.0276,-1.9292
36.238,0.0756,-0.0377,0.0276,-1.9292
36.910,0.0775,-0.0404,0.0352,-1.9224
37.430,0.0784,-0.0417,0.0352,-1.9224
37.972,0.0787,-0.0423,0.0387,-1.9200
38.535,0.0790,-0.0427,0.0387,-1.9200
39.134,0.0792,-0.0430,0.0395,-1.9194
40.007,0.0794,-0.0434,0.0395,-1.9194
40.561,0.0796,-0.0437,0.0402,-1.9190
41.109,0.0798,-0.0440,0.0402,-1.9190
41.631,0.0800,-0.0442,0.0408,-1.9187
42.176,0.0801,-0.0445,0.0408,-1.9187
42.713,0.0803,-0.0448,0.0414,-1.9183
43.259,0.0805,-0.0452,0.0420,-1.9179
43.793,0.0807,-0.0455,0.0420,-1.9179
44.336,0.0810,-0.0459,0.0420,-1.9179
44.913,0.0812,-0.0463,0.0428,-1.9175
45.494,0.0814,-0.0466,0.0428,-1.9175
46.079,0.0816,-0.0470,0.0435,-1.9171
46.603,0.0818,-0.0473,0.0442,-1.9166
47.167,0.0820,-0.0477,0.0442,-1.9166
47.706,0.0822,-0.0480,0.0448,-1.9162
48.473,0.0824,-0.0483,0.0448,-1.9162
49.128,0.0826,-0.0487,0.0448,-1.9162
49.693,0.0828,-0.0490,0.0455,-1.9159
50.317,0.0830,-0.0493,0.0462,-1.9155
50.850,0.0832,-0.0497,0.0462,-1.9155
51.425,0.0834,-0.0500,0.0462,-1.9155
51.955,0.0836,-0.0503,0.0468,-1.9151
52.505,0.0838,-0.0506,0.0475,-1.9147
53.060,0.0840,-0.0510,0.0475,-1.9147
53.611,0.0841,-0.0513,0.0481,-1.9143
54.150,0.0843,-0.0516,0.0481,-1.9143
54.726,0.0845,-0.0519,0.0481,-1.9143
55.274,0.0847,-0.0523,0.0488,-1.9139
55.881,0.0849,-0.0526,0.0488,-1.9139
56.442,0.0851,-0.0529,0.0494,-1.9135
57.000,0.0853,-0.0532,0.0494,-1.9135
57.541,0.0855,-0.0536,0.0501,-1.9131
58.088,0.0857,-0.0539,0.0501,-1.9131
58.819,0.0859,-0.0543,0.0507,-1.9127
59.484,0.0861,-0.0545,0.0507,-1.9127
60.151,0.0863,-0.0548,0.0514,-1.9124
60.690,0.0865,-0.0552,0.0514,-1.9124
61.262,0.0867,-0.0555,0.0520,-1.9120
61.831,0.0869,-0.0558,0.0520,-1.9120
62.388,0.0870,-0.0561,0.0526,-1.9116
63.048,0.0872,-0.0564,0.0526,-1.9116
63.598,0.0874,-0.0568,0.0533,-1.9112
64.168,0.0876,-0.0571,0.0533,-1.9112
64.737,0.0878,-0.0574,0.0539,-1.9108
65.317,0.0880,-0.0577,0.0539,-1.9108
65.920,0.0882,-0.0580,0.0546,-1.9104
66.472,0.0884,-0.0584,0.0546,-1.9104
66.997,0.0886,-0.0587,0.0552,-1.9100
67.531,0.0888,-0.0590,0.0552,-1.9100
68.092,0.0890,-0.0593,0.0558,-1.9097
68.682,0.0892,-0.0596,0.0558,-1.9097
69.256,0.0894,-0.0600,0.0565,-1.9093
69.820,0.0896,-0.0603,0.0565,-1.9093
70.427,0.0898,-0.0606,0.0571,-1.9089
