timestamp,min_front_range_m
0.521,2.6763
1.074,2.6886
1.608,2.6945
2.130,2.6993
2.667,2.6928
3.209,2.6937
3.727,2.6971
4.265,2.6972
4.790,2.6988
5.310,2.6927
5.826,2.6942
6.351,2.6854
6.882,2.6991
7.419,2.6721
7.940,2.6832
8.459,2.6916
9.080,2.6924
9.676,2.6961
10.304,2.6887
10.872,2.6940
11.393,2.6834
11.916,2.6920
12.444,2.6950
13.023,2.6952
13.625,2.7032
14.241,2.6791
14.778,2.6682
15.338,2.6756
15.928,2.7053
16.559,2.6826
17.110,2.6940
17.662,2.6785
18.288,2.6987
18.867,2.6954
19.464,2.6878
20.005,2.6984
20.567,2.6759
21.126,2.6744
21.717,2.7007
22.490,2.6673
23.220,2.6488
24.061,2.6590
24.613,2.6601
25.153,2.6964
25.683,2.6744
26.244,2.6671
26.772,2.6859
27.469,2.6476
28.010,2.6512
28.552,2.6510
29.148,2.6516
29.698,2.6578
30.238,2.6320
30.767,2.6447
31.415,2.6187
31.933,2.6276
32.454,2.6365
32.978,2.6062
33.501,2.6491
34.055,2.6298
34.656,2.6302
35.231,2.6310
35.752,2.6282
36.296,2.5968
37.014,2.6211
37.537,2.5977
38.078,2.6036
38.660,2.5904
39.180,2.6144
39.711,2.6119
40.255,2.6070
40.778,2.6160
41.304,2.6246
41.851,2.6326
42.374,2.6281
42.908,2.6310
43.435,2.6404
43.962,2.6495
44.488,2.6407
45.065,2.6403
45.789,2.6271
46.383,2.6502
46.907,2.6435
47.428,2.6145
47.965,2.5520
48.485,2.4585
49.020,2.3838
49.552,2.2816
50.135,3.5193
50.730,4.5169
51.277,4.4684
52.011,5.3076
52.531,5.2912
53.091,5.3361
53.694,5.3757
54.365,5.4037
54.907,5.4442
55.427,5.1069
55.978,5.1023
56.544,5.1811
57.107,5.2557
57.634,2.8933
58.212,2.9686
58.732,1.8116
59.260,1.7962
59.787,1.8194
60.389,1.9959
60.986,1.0224
61.514,0.6080
62.039,0.4096
62.680,0.3147
63.255,0.2500
63.776,0.2500
64.350,0.2500
64.897,0.2567
65.422,0.2500
65.954,0.2500
66.470,0.2500
66.990,0.2500
67.509,0.2500
68.037,0.2500
68.573,0.2500
69.125,3.2843
69.657,6.0045
70.185,6.0130
70.706,6.0087
71.243,6.1658
71.764,6.1690
72.313,6.0238
72.839,3.3431
73.376,3.3126
73.924,1.7847
74.443,1.7739
75.320,1.7636
75.777,1.8914
76.328,1.0269
76.861,0.5834
77.408,0.4603
77.927,0.3970
78.446,0.3873
79.011,0.4012
79.537,0.4126
80.069,0.6662
80.628,3.3796
81.150,5.9804
81.669,5.9696
82.207,5.9786
82.757,6.0156
83.275,6.1737
83.803,5.8600
84.341,5.8642
84.888,3.1792
85.414,2.9932
86.018,1.6839
86.537,1.6951
87.053,1.7132
87.571,2.0086
88.087,1.0639
88.613,0.7189
89.145,0.5939
89.773,0.5735
90.300,0.5945
90.830,0.5942
91.348,0.7664
91.928,3.5590
92.486,5.9404
93.030,5.9422
93.548,5.9235
94.163,5.9458
94.763,6.1760
95.415,5.7420
95.962,5.6894
96.511,3.0573
97.068,3.0374
97.625,1.7129
98.176,1.6524
98.716,1.6697
99.277,1.6593
99.834,2.4293
100.617,1.0589
101.135,0.8219
101.731,0.7454
102.289,0.7487
102.894,0.7662
103.544,0.8203
104.097,3.6637
104.646,3.7402
105.196,5.8933
105.714,5.8872
106.250,5.8886
106.769,5.9798
107.285,5.6841
107.807,5.5078
108.332,5.5136
108.877,2.9208
109.397,2.9101
109.999,1.6325
110.524,1.6442
111.057,1.6322
111.594,1.6034
112.316,1.5076
112.889,1.0860
113.448,0.9177
114.014,0.9251
114.562,0.9332
115.221,0.9379
115.782,2.4441
116.326,3.8156
116.850,5.8456
117.393,5.8509
117.940,5.8328
118.531,5.8581
119.085,5.6783
119.615,5.3566
