timestamp,ekf_x,ekf_y,gt_x,gt_y
0.594,0.0001,-0.0000,-0.0005,-1.9999
0.706,0.0001,-0.0000,-0.0005,-1.9999
1.239,0.0001,-0.0000,-0.0005,-1.9999
1.823,0.0001,-0.0000,-0.0005,-1.9999
2.434,0.0001,-0.0000,-0.0005,-1.9999
3.135,0.0001,-0.0000,-0.0005,-1.9999
3.683,0.0001,-0.0000,-0.0005,-1.9999
4.329,0.0002,-0.0000,-0.0005,-1.9999
4.879,0.0003,-0.0000,-0.0005,-1.9998
5.437,0.0003,-0.0000,-0.0005,-1.9998
5.970,0.0005,-0.0000,-0.0005,-1.9996
6.658,0.0006,-0.0000,-0.0005,-1.9996
7.236,0.0007,-0.0000,-0.0005,-1.9994
7.766,0.0009,-0.0000,-0.0005,-1.9994
8.329,0.0011,-0.0000,-0.0005,-1.9990
8.927,0.0013,-0.0000,-0.0005,-1.9990
9.483,0.0016,-0.0000,-0.0006,-1.9986
10.023,0.0019,-0.0000,-0.0006,-1.9980
10.595,0.0022,-0.0000,-0.0006,-1.9980
11.207,0.0026,-0.0000,-0.0006,-1.9980
11.753,0.0030,-0.0000,-0.0006,-1.9973
12.419,0.0034,-0.0001,-0.0006,-1.9973
13.003,0.0039,-0.0001,-0.0006,-1.9965
13.698,0.0044,-0.0001,-0.0006,-1.9965
14.293,0.0049,-0.0001,-0.0006,-1.9955
14.829,0.0055,-0.0002,-0.0005,-1.9944
15.495,0.0063,-0.0002,-0.0005,-1.9944
16.091,0.0068,-0.0002,-0.0005,-1.9944
16.615,0.0076,-0.0003,-0.0005,-1.9930
17.184,0.0084,-0.0004,-0.0005,-1.9930
17.760,0.0093,-0.0004,-0.0004,-1.9914
18.360,0.0102,-0.0005,-0.0004,-1.9914
18.935,0.0113,-0.0007,-0.0003,-1.9895
19.457,0.0124,-0.0008,-0.0003,-1.9895
20.294,0.0136,-0.0010,-0.0001,-1.9873
20.842,0.0149,-0.0012,-0.0001,-1.9873
21.429,0.0163,-0.0014,0.0002,-1.9848
21.952,0.0179,-0.0017,0.0002,-1.9848
22.499,0.0195,-0.0020,0.0007,-1.9818
23.025,0.0213,-0.0024,0.0007,-1.9818
23.627,0.0231,-0.0028,0.0013,-1.9783
24.200,0.0252,-0.0034,0.0013,-1.9783
24.761,0.0273,-0.0040,0.0022,-1.9743
25.314,0.0297,-0.0047,0.0022,-1.9743
25.924,0.0322,-0.0056,0.0034,-1.9697
26.482,0.0354,-0.0068,0.0034,-1.9697
27.173,0.0376,-0.0077,0.0051,-1.9644
27.895,0.0413,-0.0094,0.0051,-1.9644
28.634,0.0438,-0.0107,0.0074,-1.9584
29.361,0.0472,-0.0125,0.0074,-1.9584
29.919,0.0507,-0.0146,0.0106,-1.9516
30.462,0.0544,-0.0171,0.0106,-1.9516
31.001,0.0583,-0.0200,0.0149,-1.9440
31.547,0.0623,-0.0233,0.0149,-1.9440
32.093,0.0664,-0.0271,0.0207,-1.9356
32.653,0.0705,-0.0315,0.0207,-1.9356
33.265,0.0746,-0.0364,0.0284,-1.9266
33.918,0.0787,-0.0422,0.0284,-1.9266
34.561,0.0825,-0.0486,0.0385,-1.9172
35.194,0.0860,-0.0559,0.0385,-1.9172
35.753,0.0890,-0.0640,0.0514,-1.9078
36.294,0.0913,-0.0730,0.0514,-1.9078
36.836,0.0926,-0.0821,0.0678,-1.8989
37.360,0.0930,-0.0909,0.0678,-1.8989
37.933,0.0924,-0.0991,0.0851,-1.8904
38.480,0.0911,-0.1067,0.0851,-1.8904
39.023,0.0892,-0.1136,0.1022,-1.8819
39.567,0.0869,-0.1195,0.1022,-1.8819
40.128,0.0838,-0.1253,0.1194,-1.8735
40.660,0.0817,-0.1283,0.1194,-1.8735
41.186,0.0792,-0.1313,0.1364,-1.8651
41.722,0.0772,-0.1332,0.1364,-1.8651
42.246,0.0757,-0.1344,0.1533,-1.8566
42.962,0.0750,-0.1348,0.1533,-1.8566
43.828,0.0753,-0.1347,0.1702,-1.8481
44.387,0.0764,-0.1343,0.1702,-1.8481
44.940,0.0787,-0.1338,0.1869,-1.8395
45.522,0.0819,-0.1334,0.1869,-1.8395
46.162,0.0862,-0.1333,0.2036,-1.8307
46.989,0.0924,-0.1338,0.2036,-1.8307
47.881,0.0972,-0.1348,0.2203,-1.8217
48.496,0.1037,-0.1368,0.2203,-1.8217
49.034,0.1107,-0.1397,0.2370,-1.8125
49.651,0.1178,-0.1436,0.2370,-1.8125
50.245,0.1249,-0.1485,0.2537,-1.8031
50.796,0.1318,-0.1545,0.2537,-1.8031
51.412,0.1383,-0.1613,0.2704,-1.7935
51.950,0.1442,-0.1691,0.2704,-1.7935
52.590,0.1493,-0.1774,0.2873,-1.7838
53.210,0.1535,-0.1863,0.2873,-1.7838
53.748,0.1567,-0.1955,0.3043,-1.7739
54.293,0.1589,-0.2047,0.3215,-1.7640
54.822,0.1602,-0.2139,0.3215,-1.7640
55.374,0.1604,-0.2227,0.3215,-1.7640
55.906,0.1598,-0.2310,0.3389,-1.7541
56.466,0.1584,-0.2386,0.3389,-1.7541
57.007,0.1565,-0.2453,0.3564,-1.7442
57.552,0.1541,-0.2512,0.3564,-1.7442
58.121,0.1515,-0.2560,0.3740,-1.7344
58.666,0.1485,-0.2605,0.3740,-1.7344
59.244,0.1466,-0.2627,0.3917,-1.7246
59.786,0.1446,-0.2647,0.3917,-1.7246
60.323,0.1432,-0.2658,0.4095,-1.7150
60.933,0.1426,-0.2662,0.4095,-1.7150
61.683,0.1428,-0.2661,0.4274,-1.7054
62.236,0.1440,-0.2656,0.4274,-1.7054
62.783,0.1462,-0.2651,0.4453,-1.6960
63.357,0.1494,-0.2646,0.4453,-1.6960
63.925,0.1536,-0.2644,0.4632,-1.6867
64.441,0.1587,-0.2647,0.4632,-1.6867
65.107,0.1645,-0.2657,0.4811,-1.6775
65.723,0.1710,-0.2674,0.4811,-1.6775
66.345,0.1779,-0.2701,0.4990,-1.6684
66.959,0.1851,-0.2738,0.4990,-1.6684
67.495,0.1922,-0.2785,0.5168,-1.6595
68.055,0.1993,-0.2842,0.5168,-1.6595
68.600,0.2059,-0.2908,0.5346,-1.6506
69.121,0.2119,-0.2983,0.5346,-1.6506
69.757,0.2172,-0.3065,0.5522,-1.6417
70.325,0.2217,-0.3153,0.5522,-1.6417
70.864,0.2251,-0.3244,0.5698,-1.6329
71.433,0.2276,-0.3336,0.5698,-1.6329
71.964,0.2292,-0.3446,0.5873,-1.6242
72.500,0.2294,-0.3516,0.5873,-1.6242
73.032,0.2289,-0.3600,0.6047,-1.6155
73.603,0.2277,-0.3678,0.6220,-1.6068
74.132,0.2257,-0.3747,0.6220,-1.6068
