timestamp,min_front_range_m
0.792,2.6824
1.300,2.6831
1.808,2.7052
2.316,2.6866
2.822,2.6771
3.337,2.6799
5.635,2.6942
7.251,2.6984
8.673,2.7032
10.096,2.6907
11.540,2.6779
12.362,2.7064
12.868,2.6896
13.381,2.6874
13.894,2.7035
14.407,2.6915
14.914,2.6867
15.422,2.6699
15.925,2.6663
16.435,2.7008
16.943,2.6785
17.490,2.6995
18.106,2.6970
19.585,2.7037
20.998,2.6965
22.512,2.6773
24.125,2.6849
25.914,2.6938
26.432,2.6844
26.935,2.6857
27.465,2.6872
27.977,2.6578
28.502,2.6667
29.006,2.6894
29.564,2.6843
30.117,2.6952
30.628,2.6687
31.143,2.6876
32.763,2.6702
34.396,2.6867
35.841,2.6754
38.205,2.6673
39.641,2.6805
40.316,2.6788
40.826,2.6680
41.330,2.6662
41.840,2.6751
42.358,2.6586
42.906,2.6656
43.415,2.6625
43.925,2.6624
44.436,2.6572
44.947,2.6543
45.453,2.6785
45.959,2.6497
46.468,2.6653
46.975,2.6553
47.484,2.6410
48.011,2.6418
48.520,2.6470
49.627,2.6249
50.995,2.6173
52.499,2.6297
54.227,2.6494
56.009,2.6283
56.988,2.6249
57.531,2.6183
58.101,2.6160
58.605,2.5892
59.414,2.5336
60.941,2.4626
62.525,2.3714
64.045,2.3106
65.600,2.2568
66.979,2.2125
67.499,2.1708
68.004,4.0413
68.530,3.9771
69.047,3.9425
69.563,3.9124
70.071,4.2006
71.491,5.1660
72.949,5.5163
74.516,5.5207
76.073,5.6571
77.555,5.3663
78.991,2.8068
79.527,2.8546
80.034,2.9085
80.597,2.2682
81.177,2.2928
81.766,1.6232
82.272,1.6013
82.778,1.5746
83.287,3.2941
83.794,3.1458
84.301,3.1232
84.810,3.0704
85.364,3.1391
85.874,3.6318
86.395,5.0633
86.907,5.8121
87.410,5.8439
88.777,6.2311
90.226,3.5844
91.773,3.6691
93.476,2.6319
95.459,2.6580
95.969,1.3606
96.471,1.3700
96.975,1.3493
97.486,3.1514
98.002,2.5450
98.513,2.3545
99.018,2.3037
99.523,2.2656
100.039,2.2525
100.547,2.4782
101.055,3.2037
101.568,5.6588
102.073,6.0969
102.585,6.4495
103.095,4.4580
104.106,4.4722
104.602,3.2265
105.105,1.4621
105.615,1.4893
106.122,1.5128
106.637,3.7184
107.147,2.2505
107.669,1.7333
108.179,1.5513
108.695,1.4959
109.219,1.4547
109.731,1.4180
110.240,1.4940
110.744,1.8667
111.251,2.9411
111.771,6.3733
112.274,6.6092
112.786,5.5455
113.308,3.9344
113.819,1.9004
114.331,1.9519
116.013,1.9652
117.652,3.6843
119.181,2.0706
120.703,1.1759
122.251,0.8737
122.868,0.7476
123.387,0.6899
123.919,0.6602
124.431,0.6029
124.937,0.6047
125.526,0.7034
126.043,0.9841
126.587,3.4014
127.101,6.8422
127.622,6.0598
128.133,2.5496
