timestamp,min_front_range_m
0.488,2.6720
1.121,2.7005
1.667,2.6934
2.245,2.6785
2.783,2.6962
3.308,2.7040
3.864,2.7014
4.421,2.7060
4.970,2.7029
5.536,2.7019
6.088,2.6905
6.667,2.6698
7.229,2.6664
7.760,2.6875
8.281,2.6917
8.804,2.6933
9.397,2.6976
9.932,2.6970
10.468,2.6697
10.995,2.6957
11.590,2.6962
12.120,2.6759
12.643,2.6784
13.179,2.6972
13.742,2.6870
14.298,2.6718
14.916,2.7019
15.572,2.6696
16.157,2.6767
16.680,2.6824
17.204,2.6741
17.717,2.6623
18.252,2.6651
18.788,2.6670
19.320,2.6710
19.882,2.6773
20.406,2.6718
20.934,2.6847
21.566,2.6881
22.099,2.6441
22.671,2.6546
23.194,2.6697
23.713,2.6420
24.244,2.6530
24.827,2.6698
25.418,2.6611
26.021,2.6482
26.556,2.6393
27.078,2.6354
27.603,2.6253
28.136,2.6225
28.681,2.6256
29.227,2.6277
29.758,2.6107
30.312,2.6483
30.903,2.6363
31.442,2.6354
31.965,2.6191
32.515,2.6118
33.045,2.5616
33.584,2.4866
34.173,2.3903
34.706,2.3967
35.248,2.3576
35.810,2.2919
36.447,4.8004
36.993,5.6989
37.586,5.5577
38.201,5.6315
38.784,5.7087
39.328,4.7378
39.908,4.3630
40.498,4.3823
41.057,2.1484
41.591,1.9443
42.165,1.9158
42.699,2.1414
43.248,1.2071
43.803,1.1302
44.346,1.0695
44.921,1.8682
45.475,1.7924
46.044,1.7839
46.634,1.7584
47.295,4.8244
47.927,6.8238
48.488,6.8968
49.072,6.0665
49.656,5.0924
50.194,1.9901
50.722,1.8912
51.294,1.8991
51.879,1.8870
52.410,1.8603
52.939,1.8756
53.506,1.8808
54.120,1.8833
54.735,1.8891
55.410,1.8829
55.961,1.8899
56.509,1.9254
57.133,1.9713
57.684,1.9869
58.214,4.9182
58.767,4.9284
59.372,4.9693
59.891,4.9769
60.544,5.0379
61.073,5.0734
61.590,5.1877
62.111,5.2856
62.634,5.3973
63.334,5.5347
63.963,5.6913
64.494,5.8714
65.042,6.0805
65.613,6.3168
66.212,6.6050
66.738,6.9343
67.278,6.9405
67.809,6.9403
68.331,6.9417
68.864,6.9152
69.392,6.9166
69.964,6.9025
70.516,6.8916
71.070,6.8933
71.642,6.8713
72.182,6.8571
72.728,6.8457
73.326,6.8394
73.866,6.8268
74.396,6.8327
74.937,4.8900
75.492,4.7960
76.018,4.6989
76.574,1.6625
77.116,1.6155
77.703,1.6198
78.262,1.5977
78.889,1.5829
79.409,1.5868
79.964,1.5908
80.652,1.5888
81.208,1.5758
81.790,1.5885
82.365,1.5742
82.916,1.5700
83.441,1.5713
84.015,1.5718
84.613,1.5702
85.141,1.5649
85.663,1.5623
86.195,1.5593
86.717,1.5512
