timestamp,ekf_x,ekf_y,gt_x,gt_y
0.694,0.0000,-0.0000,-0.0004,-2.0000
0.899,0.0000,-0.0000,-0.0004,-2.0000
1.404,0.0000,-0.0000,-0.0004,-2.0000
1.949,0.0000,-0.0000,-0.0004,-2.0000
2.518,0.0001,-0.0000,-0.0004,-2.0000
3.070,0.0001,-0.0000,-0.0004,-1.9999
3.584,0.0001,-0.0000,-0.0004,-1.9999
4.088,0.0001,-0.0000,-0.0004,-1.9999
4.596,0.0001,-0.0000,-0.0004,-1.9999
5.100,0.0001,-0.0000,-0.0004,-1.9999
5.605,0.0002,-0.0000,-0.0004,-1.9999
6.110,0.0003,-0.0000,-0.0004,-1.9998
6.612,0.0003,-0.0000,-0.0004,-1.9998
7.125,0.0004,-0.0000,-0.0004,-1.9997
7.630,0.0005,-0.0000,-0.0004,-1.9997
8.137,0.0006,-0.0000,-0.0004,-1.9995
8.644,0.0008,-0.0000,-0.0004,-1.9995
9.158,0.0009,-0.0000,-0.0004,-1.9992
9.668,0.0011,-0.0000,-0.0004,-1.9992
10.176,0.0013,-0.0000,-0.0004,-1.9989
10.682,0.0015,-0.0000,-0.0004,-1.9989
11.271,0.0017,-0.0000,-0.0004,-1.9985
12.865,0.0020,-0.0000,-0.0005,-1.9980
14.450,0.0023,-0.0000,-0.0005,-1.9980
16.128,0.0026,-0.0000,-0.0005,-1.9973
17.726,0.0029,-0.0000,-0.0005,-1.9973
19.169,0.0033,-0.0001,-0.0005,-1.9973
19.718,0.0037,-0.0001,-0.0005,-1.9966
20.228,0.0043,-0.0001,-0.0004,-1.9957
20.743,0.0046,-0.0001,-0.0004,-1.9957
21.248,0.0052,-0.0001,-0.0004,-1.9957
21.757,0.0057,-0.0002,-0.0004,-1.9947
22.268,0.0064,-0.0002,-0.0004,-1.9947
23.577,0.0070,-0.0003,-0.0004,-1.9935
25.222,0.0077,-0.0003,-0.0003,-1.9921
26.799,0.0085,-0.0004,-0.0003,-1.9921
28.523,0.0093,-0.0005,-0.0002,-1.9905
30.858,0.0103,-0.0005,-0.0002,-1.9905
31.611,0.0112,-0.0007,-0.0000,-1.9885
32.219,0.0123,-0.0008,-0.0000,-1.9885
32.756,0.0134,-0.0009,0.0002,-1.9863
33.275,0.0149,-0.0012,0.0002,-1.9863
33.785,0.0159,-0.0013,0.0005,-1.9838
34.297,0.0173,-0.0016,0.0005,-1.9838
34.805,0.0188,-0.0019,0.0010,-1.9808
35.311,0.0204,-0.0022,0.0010,-1.9808
35.870,0.0221,-0.0026,0.0016,-1.9774
36.452,0.0243,-0.0031,0.0016,-1.9774
37.030,0.0259,-0.0036,0.0016,-1.9774
37.565,0.0280,-0.0042,0.0025,-1.9736
38.105,0.0303,-0.0049,0.0037,-1.9691
38.633,0.0332,-0.0059,0.0037,-1.9691
39.153,0.0352,-0.0067,0.0054,-1.9640
39.667,0.0385,-0.0081,0.0054,-1.9640
40.176,0.0408,-0.0091,0.0077,-1.9583
40.683,0.0438,-0.0107,0.0077,-1.9583
42.009,0.0471,-0.0124,0.0077,-1.9583
43.453,0.0505,-0.0144,0.0107,-1.9518
45.040,0.0541,-0.0168,0.0149,-1.9445
46.667,0.0578,-0.0195,0.0149,-1.9445
48.329,0.0616,-0.0227,0.0149,-1.9445
49.056,0.0656,-0.0262,0.0205,-1.9365
49.573,0.0697,-0.0304,0.0280,-1.9279
50.081,0.0737,-0.0352,0.0280,-1.9279
50.588,0.0777,-0.0406,0.0280,-1.9279
51.103,0.0817,-0.0469,0.0377,-1.9189
51.611,0.0852,-0.0538,0.0377,-1.9189
52.131,0.0884,-0.0618,0.0504,-1.9099
52.641,0.0914,-0.0726,0.0671,-1.9016
53.143,0.0926,-0.0798,0.0671,-1.9016
53.652,0.0932,-0.0886,0.0671,-1.9016
54.171,0.0928,-0.0987,0.0843,-1.8935
54.680,0.0919,-0.1049,0.0843,-1.8935
55.454,0.0902,-0.1120,0.1014,-1.8855
56.932,0.0880,-0.1182,0.1014,-1.8855
58.375,0.0849,-0.1245,0.1183,-1.8775
59.768,0.0828,-0.1278,0.1183,-1.8775
61.236,0.0803,-0.1311,0.1351,-1.8694
63.390,0.0781,-0.1334,0.1518,-1.8612
64.151,0.0761,-0.1351,0.1518,-1.8612
64.673,0.0754,-0.1356,0.1683,-1.8529
65.181,0.0752,-0.1358,0.1683,-1.8529
65.695,0.0759,-0.1355,0.1846,-1.8444
66.223,0.0775,-0.1350,0.1846,-1.8444
66.789,0.0802,-0.1344,0.2007,-1.8357
67.301,0.0838,-0.1341,0.2007,-1.8357
67.805,0.0884,-0.1341,0.2168,-1.8267
68.332,0.0937,-0.1347,0.2168,-1.8267
68.916,0.0997,-0.1360,0.2168,-1.8267
