timestamp,min_front_range_m
1.615,2.6976
1.968,2.6950
2.534,2.6971
3.064,2.6998
3.604,2.6926
4.150,2.6868
4.707,2.6880
5.238,2.7017
5.812,2.6992
6.384,2.6932
7.017,2.6916
7.572,2.6895
8.262,2.6949
8.897,2.6607
9.672,2.6834
10.249,2.6911
10.862,2.7003
11.413,2.6887
11.950,2.6735
12.521,2.6933
13.088,2.6925
13.630,2.6971
14.170,2.6702
14.717,2.6806
15.242,2.6953
15.809,2.6779
16.380,2.6787
16.957,2.6938
17.490,2.6819
18.071,2.6901
18.603,2.6881
19.192,2.6669
19.729,2.6915
20.496,2.6876
21.280,2.6653
21.865,2.6712
22.399,2.6853
22.950,2.6759
23.479,2.6700
24.044,2.6945
24.775,2.6723
25.463,2.6482
26.032,2.6524
26.625,2.6536
27.160,2.6527
27.735,2.6507
28.362,2.6650
29.107,2.6501
29.777,2.6524
30.318,2.6132
30.873,2.6116
31.460,2.6248
32.000,2.5925
32.531,2.6056
33.069,2.6455
33.653,2.6398
34.212,2.6254
34.959,2.6101
35.751,2.6115
36.373,2.5898
36.966,2.4382
37.576,2.3778
38.230,2.3017
38.795,2.2255
39.353,2.1531
39.980,3.8356
40.557,3.7511
41.120,3.7223
41.728,3.7015
42.294,3.6588
42.827,3.5928
43.478,3.5101
44.072,3.5983
44.604,4.2785
45.325,5.1999
45.905,5.1739
46.462,5.2473
47.000,5.9088
47.556,3.7991
48.108,3.7399
48.667,3.2377
49.225,3.3378
49.744,2.3486
50.422,2.3883
50.974,2.4054
51.519,2.4249
52.072,2.4324
52.613,2.4574
53.151,2.4864
53.698,2.5102
54.234,3.0913
54.820,2.7371
55.400,2.5118
55.959,2.4574
56.500,2.4332
57.039,2.4565
57.581,2.4661
58.145,2.4764
58.740,2.4918
59.274,2.5439
59.830,2.6888
60.411,2.9824
60.968,3.4612
61.545,4.3159
62.092,4.8063
62.660,4.8250
63.205,4.8150
63.754,4.8815
64.324,5.0972
64.873,5.5904
65.408,6.1252
65.940,4.3564
66.507,3.8612
67.100,3.8486
67.674,3.8370
68.233,3.3454
68.937,3.3547
69.576,3.3344
70.209,2.4260
70.820,2.4187
71.401,2.4328
71.986,2.4206
72.561,2.4119
73.108,3.3739
73.671,3.0501
74.212,2.9168
74.785,2.8774
75.328,2.8933
75.925,2.9098
76.453,2.9138
77.044,2.9281
77.603,2.9786
78.184,3.1475
78.744,3.4494
79.314,3.9793
79.911,4.7956
80.460,4.7960
81.099,4.8011
81.676,4.7938
82.239,4.8718
82.918,5.1249
83.498,5.6352
84.064,5.6775
84.604,3.9849
85.133,3.4447
85.693,3.4343
86.248,3.4195
86.783,3.1371
87.340,3.1039
87.928,3.1082
88.515,2.5757
89.056,2.4406
89.597,2.4497
90.152,2.4839
90.746,2.4817
91.285,2.5794
92.055,3.4353
92.757,3.3073
93.274,3.3046
94.008,3.3172
94.588,3.3357
95.133,3.3469
95.696,3.3540
96.259,3.4601
96.794,3.7349
97.470,4.2176
98.053,4.7779
98.611,4.7669
99.440,4.7695
100.016,4.7809
100.697,4.7850
101.268,4.9661
101.836,5.3724
102.447,5.2828
102.999,4.3576
103.547,3.1480
104.123,3.0667
104.709,3.0575
105.334,3.0381
106.010,2.9150
106.648,2.9182
107.316,2.9331
107.940,2.7475
108.522,2.5546
109.070,2.5648
109.616,2.5638
110.158,2.5730
110.717,2.6396
111.290,3.7518
111.844,3.7027
112.388,3.7150
113.097,3.7292
113.677,3.7465
114.192,3.7399
114.758,3.8124
115.285,4.0341
115.824,4.4697
116.375,4.7546
116.928,4.7646
117.491,4.7467
118.092,4.7539
118.624,4.7513
119.166,4.8520
119.831,5.1689
120.560,4.9030
121.157,4.8895
121.800,3.2913
122.351,2.7363
122.870,2.7190
123.435,2.7262
123.999,2.6907
124.544,2.6876
125.074,2.8208
125.632,2.8301
126.368,2.8193
127.040,2.7195
127.556,2.7421
128.129,2.7384
128.667,2.7273
129.401,2.7930
130.048,4.0857
130.781,4.0895
131.414,4.1019
132.002,4.1093
132.690,4.1076
133.344,4.1614
133.875,4.3329
134.472,4.7380
135.021,4.7279
135.725,4.7353
136.394,4.7326
136.918,4.7313
137.450,4.7290
138.009,4.7783
138.721,5.0372
139.335,4.5432
139.899,4.5143
140.528,3.6126
141.064,2.6406
141.635,2.4249
142.196,2.4117
142.792,2.4152
143.487,2.3920
144.175,2.3710
144.768,2.7412
145.358,2.7569
145.918,2.7432
146.456,2.7439
147.004,2.9153
147.528,2.9158
148.080,2.9241
148.716,4.4517
149.301,4.4492
149.844,4.4631
150.376,4.4724
150.925,4.4812
151.488,4.4941
152.077,4.6127
152.657,4.8828
153.187,4.7310
153.847,4.7085
154.439,4.7115
154.975,4.7066
155.587,4.7118
156.220,4.7359
156.758,4.9202
157.354,4.1871
157.878,4.1911
158.413,4.1890
158.988,2.7079
159.530,2.2214
160.096,2.1426
160.626,2.1236
161.180,2.1379
161.726,2.1125
162.289,2.2074
162.841,2.7254
163.407,2.7233
163.938,2.7238
164.504,2.7289
165.096,3.1271
165.790,3.1227
166.539,3.1242
167.333,4.7807
167.948,4.7878
168.549,4.7985
169.113,4.8063
169.682,4.8177
170.238,4.9057
170.956,4.9681
171.633,4.7386
172.174,4.6942
172.839,4.6826
173.417,4.6855
174.162,4.6985
174.710,4.6905
175.247,4.7988
175.790,5.0910
176.550,3.8774
177.339,3.8581
177.917,2.9626
178.580,2.2683
179.133,1.9389
179.681,1.8768
180.199,1.8799
180.744,1.8428
181.389,1.8685
181.931,2.0022
182.484,2.7381
183.012,2.7326
183.553,2.7323
184.092,2.7437
184.637,3.3557
185.343,3.3548
185.966,3.3592
186.521,5.1025
