timestamp,ekf_x,ekf_y,gt_x,gt_y
0.332,0.0000,-0.0000,-0.0004,-2.0000
2.036,0.0000,-0.0000,-0.0004,-2.0000
4.564,0.0000,-0.0000,-0.0004,-2.0000
6.102,0.0000,-0.0000,-0.0004,-2.0000
7.572,0.0000,-0.0000,-0.0004,-2.0000
8.506,0.0000,-0.0000,-0.0004,-2.0000
9.009,0.0000,-0.0000,-0.0004,-2.0000
9.526,0.0001,-0.0000,-0.0004,-2.0000
10.047,0.0001,-0.0000,-0.0004,-1.9999
10.572,0.0001,-0.0000,-0.0004,-1.9999
11.075,0.0001,-0.0000,-0.0004,-1.9999
11.584,0.0002,-0.0000,-0.0004,-1.9999
12.097,0.0003,-0.0000,-0.0004,-1.9998
12.613,0.0003,-0.0000,-0.0004,-1.9998
13.121,0.0004,-0.0000,-0.0004,-1.9996
13.630,0.0005,-0.0000,-0.0004,-1.9996
14.146,0.0006,-0.0000,-0.0004,-1.9994
14.655,0.0008,-0.0000,-0.0004,-1.9994
15.159,0.0009,-0.0000,-0.0004,-1.9992
15.666,0.0011,-0.0000,-0.0004,-1.9992
16.173,0.0013,-0.0000,-0.0004,-1.9989
16.676,0.0015,-0.0000,-0.0004,-1.9989
17.198,0.0017,-0.0000,-0.0004,-1.9985
17.750,0.0020,-0.0000,-0.0004,-1.9985
18.254,0.0023,-0.0000,-0.0004,-1.9980
18.757,0.0026,-0.0000,-0.0004,-1.9980
19.265,0.0029,-0.0000,-0.0004,-1.9974
20.426,0.0033,-0.0001,-0.0004,-1.9967
21.857,0.0037,-0.0001,-0.0004,-1.9967
23.385,0.0041,-0.0001,-0.0004,-1.9967
24.890,0.0046,-0.0001,-0.0004,-1.9958
26.455,0.0051,-0.0001,-0.0004,-1.9958
27.614,0.0056,-0.0002,-0.0004,-1.9948
28.118,0.0062,-0.0002,-0.0004,-1.9948
28.622,0.0069,-0.0002,-0.0004,-1.9936
29.129,0.0076,-0.0003,-0.0004,-1.9936
29.633,0.0083,-0.0004,-0.0003,-1.9923
30.489,0.0091,-0.0004,-0.0003,-1.9923
32.064,0.0100,-0.0005,-0.0002,-1.9907
33.695,0.0110,-0.0006,-0.0002,-1.9907
35.216,0.0120,-0.0007,-0.0000,-1.9888
37.621,0.0131,-0.0009,-0.0000,-1.9888
38.964,0.0142,-0.0011,0.0002,-1.9867
39.477,0.0155,-0.0013,0.0002,-1.9867
39.983,0.0168,-0.0015,0.0005,-1.9842
40.493,0.0183,-0.0018,0.0005,-1.9842
40.996,0.0198,-0.0021,0.0009,-1.9814
41.504,0.0215,-0.0024,0.0015,-1.9781
42.007,0.0233,-0.0029,0.0015,-1.9781
42.521,0.0252,-0.0034,0.0015,-1.9781
43.051,0.0272,-0.0039,0.0023,-1.9743
43.561,0.0294,-0.0046,0.0023,-1.9743
44.064,0.0317,-0.0054,0.0035,-1.9700
44.570,0.0342,-0.0063,0.0035,-1.9700
45.075,0.0368,-0.0074,0.0050,-1.9651
45.579,0.0396,-0.0086,0.0050,-1.9651
46.086,0.0426,-0.0100,0.0072,-1.9595
46.592,0.0457,-0.0117,0.0072,-1.9595
47.100,0.0490,-0.0136,0.0101,-1.9531
47.614,0.0525,-0.0158,0.0101,-1.9531
48.123,0.0562,-0.0183,0.0140,-1.9461
48.628,0.0600,-0.0213,0.0140,-1.9461
49.138,0.0639,-0.0247,0.0192,-1.9382
49.662,0.0679,-0.0286,0.0192,-1.9382
50.174,0.0720,-0.0330,0.0262,-1.9298
50.676,0.0760,-0.0382,0.0262,-1.9298
51.234,0.0800,-0.0441,0.0355,-1.9208
52.736,0.0837,-0.0507,0.0355,-1.9208
54.279,0.0870,-0.0581,0.0474,-1.9118
55.791,0.0908,-0.0693,0.0684,-1.9028
57.219,0.1001,-0.1066,0.0684,-1.9028
58.639,0.1145,-0.1604,0.1702,-1.8751
59.398,0.1418,-0.2206,0.1702,-1.8751
59.936,0.1900,-0.2803,0.1702,-1.8751
60.440,0.2606,-0.3316,0.3248,-1.8014
61.434,0.3521,-0.3665,0.3248,-1.8014
62.893,0.4596,-0.3776,0.4808,-1.7252
64.332,0.2959,-0.2812,0.6366,-1.6498
65.889,0.3065,-0.2874,0.6366,-1.6498
67.567,0.2949,-0.3039,0.6366,-1.6498
68.842,0.2723,-0.3393,0.7927,-1.5753
70.154,0.2516,-0.3958,0.7927,-1.5753
70.665,0.2441,-0.4693,0.9495,-1.5015
71.178,0.2571,-0.5513,0.9495,-1.5015
71.692,0.2922,-0.6293,1.1072,-1.4278
72.197,0.3450,-0.6936,1.1072,-1.4278
72.707,0.4060,-0.7373,1.2656,-1.3538
73.278,0.4639,-0.7590,1.2656,-1.3538
73.825,0.5079,-0.7633,1.4245,-1.2791
74.330,0.5311,-0.7596,1.4245,-1.2791
74.847,0.5323,-0.7594,1.5836,-1.2037
75.352,0.5161,-0.7734,1.5836,-1.2037
75.912,0.4920,-0.8083,1.7424,-1.1274
76.417,0.4714,-0.8653,1.7424,-1.1274
76.932,0.4651,-0.9397,1.9004,-1.0506
77.436,0.4797,-1.0219,1.9004,-1.0506
77.936,0.5163,-1.1005,2.0576,-0.9737
78.454,0.5703,-1.1648,2.0576,-0.9737
78.960,0.6445,-1.2151,2.2139,-0.8971
79.768,0.6931,-1.2458,2.2734,-0.8445
81.391,0.7499,-1.2920,2.2734,-0.8445
82.867,0.8006,-1.3458,2.2734,-0.8445
84.463,0.8446,-1.4069,2.2747,-0.8041
86.041,0.8810,-1.4751,2.2747,-0.8041
87.322,0.9083,-1.5483,2.2759,-0.7637
87.828,0.9258,-1.6257,2.2759,-0.7637
88.361,0.8230,-1.4179,2.2770,-0.7235
88.928,0.8203,-1.4131,2.2770,-0.7235
89.445,0.8194,-1.4077,2.2779,-0.6834
89.955,0.8204,-1.4009,2.2779,-0.6834
90.461,0.8236,-1.3926,2.2786,-0.6432
90.973,0.8293,-1.3832,2.2786,-0.6432
91.478,0.8376,-1.3731,2.2791,-0.6029
91.987,0.8488,-1.3630,2.2791,-0.6029
92.562,0.8626,-1.3536,2.2794,-0.5625
93.322,0.8788,-1.3455,2.2796,-0.5220
94.793,0.8970,-1.3393,2.2796,-0.5220
96.274,0.9166,-1.3354,2.2796,-0.5220
97.995,0.9368,-1.3342,2.2798,-0.4812
99.509,0.9572,-1.3357,2.2798,-0.4402
100.916,0.9768,-1.3398,2.2798,-0.4402
101.556,0.9951,-1.3462,2.2798,-0.4402
102.066,1.0115,-1.3546,2.2800,-0.3990
103.187,1.0256,-1.3643,2.2800,-0.3990
103.664,1.0370,-1.3747,2.2802,-0.3576
104.179,1.0471,-1.3870,2.2806,-0.3161
104.691,1.0518,-1.3946,2.2806,-0.3161
105.201,1.0555,-1.4027,2.2806,-0.3161
105.719,1.0575,-1.4089,2.2812,-0.2744
106.233,1.0581,-1.4127,2.2812,-0.2744
106.745,1.0582,-1.4138,2.2820,-0.2327
107.257,1.0584,-1.4122,2.2820,-0.2327
107.783,1.0594,-1.4081,2.2831,-0.1909
108.288,1.0619,-1.4016,2.2831,-0.1909
108.791,1.0665,-1.3934,2.2844,-0.1493
109.301,1.0735,-1.3840,2.2844,-0.1493
109.817,1.0832,-1.3741,2.2859,-0.1077
110.368,1.0955,-1.3644,2.2859,-0.1077
110.962,1.1137,-1.3540,2.2876,-0.0663
111.538,1.1276,-1.3484,2.2876,-0.0663
112.069,1.1465,-1.3433,2.2893,-0.0251
112.585,1.1666,-1.3407,2.2893,-0.0251
113.093,1.1870,-1.3408,2.2911,0.0159
113.594,1.2071,-1.3436,2.2929,0.0568
114.110,1.2262,-1.3490,2.2929,0.0568
114.613,1.2437,-1.3566,2.2929,0.0568
115.118,1.2589,-1.3658,2.2947,0.0976
116.056,1.2715,-1.3760,2.2947,0.0976
117.685,1.2814,-1.3865,2.2964,0.1382
119.234,1.2886,-1.3966,2.2982,0.1786
120.578,1.2933,-1.4055,2.2982,0.1786
122.428,1.2959,-1.4127,2.2982,0.1786
123.649,1.2969,-1.4174,2.2998,0.2190
124.161,1.2971,-1.4196,2.2998,0.2190
124.668,1.2972,-1.4189,2.3013,0.2592
125.216,1.2979,-1.4155,2.3013,0.2592
125.726,1.3000,-1.4097,2.3026,0.2994
126.232,1.3041,-1.4018,2.3026,0.2994
126.750,1.3106,-1.3927,2.3037,0.3397
127.262,1.3199,-1.3828,2.3037,0.3397
127.772,1.3320,-1.3731,2.3046,0.3802
128.284,1.3467,-1.3642,2.3046,0.3802
128.793,1.3637,-1.3569,2.3053,0.4207
129.660,1.3826,-1.3517,2.3059,0.4615
131.233,1.4027,-1.3491,2.3059,0.4615
133.116,1.4232,-1.3492,2.3065,0.5026
134.789,1.4433,-1.3519,2.3065,0.5026
137.329,1.4643,-1.3526,2.3065,0.5026
138.251,1.4888,-1.3440,2.3070,0.5112
138.752,1.5023,-1.3321,2.3070,0.5112
139.261,1.4596,-1.3586,2.3073,0.5108
139.766,1.4551,-1.3703,2.3073,0.5108
140.282,1.4540,-1.3890,2.3246,0.5058
140.796,1.4618,-1.4115,2.3270,0.5058
141.308,1.4810,-1.4333,2.3270,0.5058
141.820,1.5118,-1.4483,2.3270,0.5058
142.335,1.4611,-1.3980,2.3282,0.5053
142.847,1.4597,-1.3982,2.3282,0.5053
143.356,1.4584,-1.3991,2.3289,0.5031
143.862,1.4575,-1.4006,2.3289,0.5031
144.368,1.4574,-1.4021,2.3308,0.4994
144.884,1.4577,-1.4031,2.3308,0.4994
145.392,1.4581,-1.4036,2.3346,0.4955
145.896,1.4580,-1.4035,2.3346,0.4955
146.414,1.4573,-1.4035,2.3398,0.4926
146.920,1.4561,-1.4039,2.3453,0.4916
147.426,1.4550,-1.4050,2.3453,0.4916
148.019,1.4543,-1.4066,2.3453,0.4916
148.616,1.4542,-1.4084,2.3496,0.4920
149.128,1.4546,-1.4092,2.3520,0.4928
149.631,1.4550,-1.4097,2.3520,0.4928
150.139,1.4550,-1.4097,2.3520,0.4928
150.651,1.4544,-1.4097,2.3530,0.4927
151.167,1.4532,-1.4101,2.3530,0.4927
151.681,1.4521,-1.4112,2.3538,0.4907
153.245,1.4515,-1.4128,2.3557,0.4871
154.766,1.4514,-1.4143,2.3557,0.4871
156.390,1.4519,-1.4155,2.3557,0.4871
157.929,1.4524,-1.4160,2.3595,0.4834
159.583,1.4525,-1.4160,2.3595,0.4834
160.166,1.4519,-1.4161,2.3649,0.4811
160.686,1.4509,-1.4165,2.3649,0.4811
161.193,1.4498,-1.4176,2.3704,0.4806
161.702,1.4492,-1.4192,2.3704,0.4806
162.217,1.4492,-1.4207,2.3748,0.4816
162.728,1.4496,-1.4218,2.3773,0.4827
163.259,1.4502,-1.4224,2.3773,0.4827
163.787,1.4503,-1.4225,2.3773,0.4827
164.302,1.4499,-1.4225,2.3784,0.4830
164.809,1.4488,-1.4231,2.3793,0.4814
165.309,1.4480,-1.4240,2.3793,0.4814
165.817,1.4474,-1.4256,2.3793,0.4814
166.321,1.4475,-1.4272,2.3815,0.4783
166.841,1.4480,-1.4284,2.3815,0.4783
167.416,1.4486,-1.4289,2.3855,0.4751
168.323,1.4486,-1.4290,2.3910,0.4732
170.644,1.4481,-1.4290,2.3910,0.4732
172.267,1.4472,-1.4295,2.3910,0.4732
173.853,1.4462,-1.4306,2.3965,0.4731
175.471,1.4457,-1.4321,2.3965,0.4731
176.666,1.4458,-1.4336,2.4007,0.4744
177.178,1.4463,-1.4347,2.4007,0.4744
177.680,1.4469,-1.4353,2.4031,0.4758
178.189,1.4471,-1.4353,2.4031,0.4758
178.694,1.4468,-1.4354,2.4041,0.4762
179.222,1.4460,-1.4358,2.4041,0.4762
179.737,1.4452,-1.4368,2.4050,0.4749
180.266,1.4447,-1.4384,2.4050,0.4749
180.793,1.4449,-1.4399,2.4072,0.4723
181.321,1.4455,-1.4411,2.4072,0.4723
181.827,1.4463,-1.4417,2.4114,0.4698
182.334,1.4466,-1.4418,2.4170,0.4687
182.897,1.4463,-1.4418,2.4170,0.4687
184.108,1.4455,-1.4423,2.4170,0.4687
185.724,1.4448,-1.4434,2.4226,0.4695
187.416,1.4444,-1.4449,2.4226,0.4695
189.063,1.4446,-1.4464,2.4266,0.4717
190.566,1.4453,-1.4476,2.4289,0.4738
191.388,1.4461,-1.4481,2.4289,0.4738
191.952,1.4465,-1.4482,2.4289,0.4738
192.460,1.4463,-1.4483,2.4299,0.4746
193.041,1.4456,-1.4488,2.4299,0.4746
193.615,1.4449,-1.4499,2.4310,0.4737
194.186,1.4446,-1.4514,2.4310,0.4737
194.756,1.4450,-1.4530,2.4336,0.4715
195.323,1.4457,-1.4541,2.4336,0.4715
195.858,1.4465,-1.4546,2.4380,0.4696
196.401,1.4469,-1.4547,2.4380,0.4696
196.911,1.4466,-1.4548,2.4435,0.4691
197.413,1.4460,-1.4553,2.4435,0.4691
197.925,1.4453,-1.4564,2.4488,0.4706
198.434,1.4451,-1.4578,2.4488,0.4706
198.942,1.4455,-1.4593,2.4525,0.4732
199.448,1.4463,-1.4603,2.4525,0.4732
199.969,1.4471,-1.4607,2.4544,0.4754
200.474,1.4475,-1.4608,2.4544,0.4754
200.986,1.4472,-1.4609,2.4552,0.4763
202.274,1.4466,-1.4615,2.4552,0.4763
202.592,1.4460,-1.4626,2.4563,0.4754
204.042,1.4459,-1.4642,2.4563,0.4754
205.797,1.4464,-1.4656,2.4590,0.4734
207.409,1.4473,-1.4666,2.4636,0.4718
208.841,1.4480,-1.4669,2.4636,0.4718
210.450,1.4483,-1.4670,2.4691,0.4719
211.074,1.4480,-1.4671,2.4691,0.4719
211.577,1.4475,-1.4677,2.4691,0.4719
212.083,1.4470,-1.4688,2.4741,0.4740
212.618,1.4470,-1.4701,2.4771,0.4770
213.162,1.4475,-1.4713,2.4771,0.4770
213.667,1.4483,-1.4721,2.4771,0.4770
214.178,1.4488,-1.4723,2.4782,0.4793
214.689,1.4489,-1.4723,2.4782,0.4793
215.204,1.4485,-1.4725,2.4784,0.4798
215.717,1.4479,-1.4732,2.4784,0.4798
217.150,1.4475,-1.4743,2.4792,0.4784
218.744,1.4476,-1.4756,2.4816,0.4761
220.296,1.4481,-1.4767,2.4816,0.4761
221.801,1.4487,-1.4773,2.4858,0.4745
223.523,1.4492,-1.4775,2.4858,0.4745
224.228,1.4492,-1.4775,2.4858,0.4745
224.740,1.4488,-1.4777,2.4908,0.4746
225.251,1.4483,-1.4784,2.4908,0.4746
225.764,1.4480,-1.4794,2.4951,0.4764
226.273,1.4480,-1.4806,2.4951,0.4764
226.789,1.4486,-1.4816,2.4976,0.4791
227.301,1.4492,-1.4822,2.4976,0.4791
227.810,1.4497,-1.4824,2.4985,0.4810
228.314,1.4498,-1.4824,2.4985,0.4810
228.825,1.4493,-1.4826,2.4987,0.4814
229.348,1.4488,-1.4834,2.4987,0.4814
229.862,1.4484,-1.4845,2.4996,0.4799
230.372,1.4486,-1.4858,2.4996,0.4799
230.886,1.4492,-1.4869,2.5022,0.4778
231.392,1.4499,-1.4874,2.5022,0.4778
231.909,1.4504,-1.4876,2.5066,0.4765
232.411,1.4504,-1.4876,2.5066,0.4765
232.914,1.4500,-1.4878,2.5116,0.4769
234.068,1.4494,-1.4886,2.5116,0.4769
236.455,1.4492,-1.4897,2.5158,0.4791
238.101,1.4494,-1.4909,2.5158,0.4791
239.624,1.4500,-1.4919,2.5181,0.4819
241.045,1.4507,-1.4923,2.5188,0.4839
242.156,1.4512,-1.4924,2.5188,0.4839
242.687,1.4512,-1.4925,2.5188,0.4839
243.202,1.4508,-1.4928,2.5190,0.4841
243.727,1.4503,-1.4935,2.5190,0.4841
244.307,1.4501,-1.4947,2.5200,0.4828
244.863,1.4504,-1.4959,2.5200,0.4828
245.372,1.4511,-1.4969,2.5228,0.4811
245.874,1.4519,-1.4973,2.5228,0.4811
246.380,1.4524,-1.4974,2.5272,0.4804
246.885,1.4524,-1.4974,2.5272,0.4804
247.389,1.4521,-1.4977,2.5319,0.4816
247.894,1.4518,-1.4984,2.5319,0.4816
248.401,1.4517,-1.4994,2.5355,0.4844
248.907,1.4521,-1.5005,2.5355,0.4844
249.415,1.4528,-1.5013,2.5371,0.4875
249.921,1.4536,-1.5016,2.5374,0.4896
250.442,1.4540,-1.5017,2.5374,0.4896
250.971,1.4540,-1.5017,2.5374,0.4896
251.476,1.4535,-1.5022,2.5375,0.4898
251.989,1.4532,-1.5031,2.5375,0.4898
252.506,1.4532,-1.5044,2.5389,0.4884
253.008,1.4538,-1.5056,2.5389,0.4884
253.517,1.4546,-1.5064,2.5423,0.4868
254.025,1.4554,-1.5067,2.5423,0.4868
254.528,1.4557,-1.5067,2.5471,0.4866
255.032,1.4555,-1.5068,2.5471,0.4866
255.546,1.4551,-1.5073,2.5519,0.4884
256.059,1.4548,-1.5083,2.5519,0.4884
256.569,1.4550,-1.5096,2.5553,0.4915
257.079,1.4556,-1.5107,2.5553,0.4915
258.000,1.4565,-1.5113,2.5568,0.4945
259.745,1.4572,-1.5115,2.5568,0.4945
261.434,1.4574,-1.5115,2.5572,0.4962
263.319,1.4571,-1.5117,2.5572,0.4962
265.059,1.4566,-1.5125,2.5577,0.4959
265.856,1.4564,-1.5137,2.5577,0.4959
266.385,1.4568,-1.5151,2.5597,0.4944
266.905,1.4576,-1.5162,2.5597,0.4944
267.410,1.4585,-1.5167,2.5637,0.4931
268.705,1.4590,-1.5167,2.5637,0.4931
269.209,1.4590,-1.5168,2.5689,0.4934
269.717,1.4586,-1.5171,2.5689,0.4934
270.230,1.4582,-1.5181,2.5737,0.4956
270.744,1.4581,-1.5194,2.5737,0.4956
271.255,1.4586,-1.5206,2.5768,0.4989
271.758,1.4593,-1.5214,2.5768,0.4989
272.271,1.4600,-1.5217,2.5778,0.5015
272.784,1.4601,-1.5217,2.5778,0.5015
273.336,1.4598,-1.5219,2.5779,0.5022
273.868,1.4592,-1.5225,2.5779,0.5022
274.375,1.4587,-1.5237,2.5787,0.5008
274.879,1.4590,-1.5283,2.5787,0.5008
275.430,1.4611,-1.5338,2.5859,0.4997
275.960,1.4645,-1.5377,2.5859,0.4997
276.473,1.4677,-1.5396,2.5992,0.4999
276.979,1.4696,-1.5400,2.5992,0.4999
277.500,1.4696,-1.5400,2.6133,0.5012
278.078,1.4678,-1.5411,2.6133,0.5012
279.316,1.4653,-1.5440,2.6273,0.5040
280.863,1.4635,-1.5488,2.6402,0.5078
282.459,1.4633,-1.5547,2.6402,0.5078
284.016,1.4650,-1.5603,2.6402,0.5078
285.523,1.4682,-1.5646,2.6516,0.5118
286.427,1.4717,-1.5669,2.6516,0.5118
286.932,1.4741,-1.5675,2.6620,0.5152
287.437,1.4746,-1.5675,2.6718,0.5176
287.968,1.4734,-1.5682,2.6718,0.5176
288.475,1.4711,-1.5706,2.6718,0.5176
288.983,1.4692,-1.5749,2.6819,0.5188
290.411,1.4687,-1.5806,2.6819,0.5188
292.254,1.4703,-1.5864,2.6933,0.5192
293.977,1.4734,-1.5908,2.7060,0.5199
295.567,1.4770,-1.5934,2.7060,0.5199
297.046,1.4796,-1.5941,2.7060,0.5199
297.557,1.4804,-1.5941,2.7197,0.5217
298.127,1.4794,-1.5947,2.7334,0.5249
298.699,1.4772,-1.5969,2.7334,0.5249
299.208,1.4752,-1.6010,2.7334,0.5249
299.719,1.4746,-1.6065,2.7461,0.5293
300.227,1.4760,-1.6122,2.7461,0.5293
301.425,1.4789,-1.6168,2.7573,0.5339
301.801,1.4824,-1.6194,2.7573,0.5339
302.306,1.4851,-1.6203,2.7673,0.5378
302.816,1.4861,-1.6203,2.7673,0.5378
303.325,1.4851,-1.6208,2.7766,0.5404
303.897,1.4830,-1.6228,2.7766,0.5404
304.453,1.4809,-1.6267,2.7864,0.5416
304.981,1.4802,-1.6322,2.7864,0.5416
305.551,1.4813,-1.6379,2.7974,0.5419
306.063,1.4842,-1.6426,2.7974,0.5419
306.569,1.4877,-1.6454,2.8099,0.5424
307.085,1.4905,-1.6464,2.8099,0.5424
307.591,1.4916,-1.6465,2.8233,0.5439
309.251,1.4908,-1.6468,2.8369,0.5469
310.959,1.4887,-1.6487,2.8369,0.5469
312.631,1.4866,-1.6525,2.8369,0.5469
314.359,1.4857,-1.6578,2.8497,0.5511
315.695,1.4867,-1.6636,2.8497,0.5511
