timestamp,min_front_range_m
0.738,2.7005
1.294,2.6690
1.889,2.6895
2.694,2.6855
3.553,2.7016
4.095,2.7176
4.635,2.7060
5.273,2.6936
5.885,2.6908
6.439,2.6972
6.963,2.6890
7.518,2.6900
8.055,2.6936
8.604,2.6967
9.211,2.6869
9.772,2.6974
10.339,2.6994
10.900,2.7024
11.439,2.6684
11.972,2.6821
12.517,2.6675
13.060,2.7035
13.650,2.7008
14.192,2.6958
14.732,2.6832
15.342,2.6896
15.880,2.6871
16.438,2.6901
16.994,2.6776
17.589,2.6793
18.146,2.6903
18.723,2.6993
19.289,2.6936
19.843,2.6784
20.399,2.6883
20.942,2.6857
21.543,2.6772
22.093,2.6901
22.640,2.6899
23.229,2.6863
23.794,2.6733
24.741,2.6874
25.320,2.6800
25.899,2.6821
26.495,2.6870
27.074,2.6906
27.618,2.6579
28.319,2.6780
29.189,2.6715
29.747,2.6801
30.262,2.6823
30.794,2.6766
31.341,2.6757
31.955,2.6677
32.499,2.6763
33.089,2.6662
33.627,2.6610
34.184,2.6607
34.705,2.6636
35.262,2.6713
35.804,2.6703
36.342,2.6581
36.881,2.6444
37.412,2.6559
37.948,2.6321
38.462,2.6410
39.044,2.6490
39.741,2.6149
40.293,2.6274
40.848,2.6137
41.445,2.6175
41.977,2.6470
42.533,2.6493
43.073,2.6500
43.648,2.6363
44.194,2.6413
44.747,2.6170
45.321,2.5923
45.924,2.5223
46.531,2.4176
47.100,2.3338
47.704,2.2300
48.296,2.1482
48.837,2.0631
49.369,1.9781
49.922,1.9023
50.459,1.8760
51.010,2.1114
51.533,2.1129
52.072,2.0498
52.601,1.9828
53.177,1.8945
53.722,1.8215
54.249,1.7438
54.817,1.6974
55.403,1.6945
56.040,1.6715
56.654,1.6709
57.785,1.6743
58.341,1.6642
58.896,1.6420
59.464,1.8353
60.023,3.6709
60.652,3.6966
61.347,5.3922
61.874,5.3535
62.554,5.2841
63.147,5.2065
63.692,5.1070
64.226,5.0190
64.765,4.9224
65.322,4.8419
65.846,4.7439
66.464,4.6502
67.018,4.5620
67.579,4.4714
68.125,4.3964
68.688,4.3247
69.245,4.3190
69.785,4.7055
70.344,5.2467
70.886,5.1965
71.415,5.1483
72.192,5.0797
72.751,5.0064
73.276,4.9112
73.803,4.8241
74.349,4.7497
74.902,4.6594
75.452,4.5775
75.996,4.4892
76.578,4.4135
77.122,4.3257
77.717,4.2728
78.298,4.2286
78.914,4.2158
79.518,4.4181
80.086,4.5607
80.616,4.5129
81.149,4.4432
81.679,4.3600
82.235,4.2568
82.807,4.1843
83.344,4.0793
83.923,3.9895
84.494,3.9077
85.052,3.8137
85.587,3.7288
86.322,3.6489
86.984,3.5723
87.683,3.5264
88.276,3.6187
88.898,4.0564
90.388,4.0135
91.055,3.9559
91.701,3.9073
92.426,3.8447
92.990,3.8350
93.553,3.9427
94.157,3.7829
94.759,3.7667
95.304,3.7236
95.838,3.7198
96.401,3.7046
96.921,3.6890
97.436,3.6488
97.964,3.9891
98.485,3.9790
99.005,4.0367
99.547,4.0969
100.094,4.1213
100.653,4.1802
101.199,4.2501
